,createDate,id,therapyDescriptions,therapyName,updateDate
0,2015-02-27T20:14:19Z,2212,[],Cisplatin + Sorafenib + Tamoxifen,2015-02-27T20:14:19Z
0,2017-02-14T21:02:38Z,5324,[],Cisplatin + Talazoparib,2017-06-12T16:03:21Z
0,2016-11-11T05:28:19Z,4933,[],Cisplatin + Trabectedin,2016-11-11T05:28:19Z
0,2016-06-08T19:48:18Z,4260,[],Cisplatin + TRX-E-002-1,2016-06-08T19:48:18Z
0,2017-06-23T04:31:24Z,5922,[],Cisplatin + VE-821,2017-06-23T04:31:24Z
0,2016-06-15T16:27:04Z,4286,[],Cisplatin + Veliparib + Vinorelbine,2016-06-15T16:27:04Z
0,2016-04-22T14:24:45Z,3993,[],Cisplatin + Veliparib + VX-970,2016-04-22T14:24:45Z
0,2017-01-21T04:54:19Z,5241,[],Cisplatin + Vinorelbine + Gemcitabine + Docetaxel + Pemetrexed + Carboplatin,2017-01-21T04:54:19Z
0,2015-10-08T02:19:55Z,3109,[],Cisplatin + VX-970,2015-10-08T02:19:55Z
0,2015-12-20T23:00:32Z,3311,"[{'description': 'Citarinostat (ACY-241) selectively inhibits HDAC6, which potentially results in decreased tumor cell viability and reduced tumor growth, particularly in combination with other agents (PMID: 27926524, PMID: 28264055).', 'references': [{'id': 8245, 'pubMedId': 28264055, 'title': 'Enhancement of pomalidomide anti-tumor response with ACY-241, a selective HDAC6 inhibitor.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/28264055'}, {'id': 8244, 'pubMedId': 27926524, 'title': 'Selective HDAC inhibition by ACY-241 enhances the activity of paclitaxel in solid tumor models.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/27926524'}]}]",Citarinostat,2017-03-16T16:30:26Z
0,2014-03-12T15:53:16Z,701,"[{'description': 'Cixutumumab is an antibody against membrane-bound IGF-1R that prevents IGF-1 binding, inhibiting PI3K/AKT pathway activation and potentially leading to decreased tumor cell proliferation and increased tumor cell death (NCI Drug Dictionary).', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",Cixutumumab,2015-06-02T13:12:02Z
0,2017-03-01T04:17:58Z,5396,"[{'description': 'CJM112 is a human anti-Interleukin (IL)-17 antibody that inhibits IL-17 downstream signaling (ECTRIMS Oct 8, 2015, Abstract: P655).', 'references': []}]",CJM112,2017-03-01T16:02:47Z
0,2017-02-16T04:21:14Z,5329,"[{'description': 'CK-101 is a third generation EGFR inhibitor that preferentially binds to and inhibits mutant EGFR, particularly T790M, resulting in anti-tumor activity (NCI Drug Dictionary).', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",CK-101,2017-02-24T17:21:23Z
0,2014-12-05T04:54:39Z,1767,"[{'description': 'Leustatin (cladribine) is a purine analog that is incorporated into DNA, resulting in DNA single strand breaks and apoptosis (NCI Drug Dictionary).', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",Cladribine,2014-12-05T04:57:03Z
0,2016-06-26T19:54:40Z,4363,[],Cladribine + Cytarabine + Filgrastim + Mitoxantrone,2016-06-26T19:54:40Z
0,2015-11-05T16:42:31Z,3178,[],Cladribine + Cytarabine + Plerixafor,2015-11-05T16:42:31Z
0,2016-02-05T11:00:20Z,3502,"[{'description': 'CLM3 is an small molecule multi-kinase inhibitor with activity against several kinases including Ret, Vegfr2, and Egfr, which potentially leads to decreased tumor cell growth (PMID: 21459081, PMID: 24423321).', 'references': [{'id': 4527, 'pubMedId': 24423321, 'title': 'CLM3, a multitarget tyrosine kinase inhibitor with antiangiogenic properties, is active against primary anaplastic thyroid cancer in vitro and in vivo.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/24423321'}]}]",CLM3,2017-04-03T11:46:30Z
0,2015-03-11T15:15:53Z,2350,[],Clobetasol + Regorafenib,2015-03-11T15:15:53Z
0,2014-11-28T23:25:44Z,1746,[],Clofarabine,2014-11-28T23:25:44Z
0,2015-03-12T15:33:04Z,2374,[],Clofarabine + Cytarabine + Sorafenib,2015-03-12T15:33:04Z
0,2014-12-15T17:10:19Z,1782,[],Clofarabine + Etoposide + Cyclophosphamide,2014-12-15T17:10:19Z
0,2015-03-02T16:13:04Z,2236,[],Clofarabine + Melphalan,2015-03-02T16:13:04Z
0,2014-09-12T12:26:03Z,1464,"[{'description': 'CLR457 is a pan-PI3K inhibitor, resulting in apoptosis and growth inhibition in tumor cells overexpressing PI3K (NCI Drug Dictionary).', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",CLR457,2015-02-05T18:56:27Z
0,2016-06-06T00:45:27Z,4246,"[{'description': 'CM-24 is a monoclonal antibody that binds to CEA-related cell adhesion molecule 1 (CEACAM1) and blocks immune suppression mediated by CEACAM1, resulting in enhanced anti-tumor immunity (NCI Drug Dictionary).', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",CM-24,2016-06-06T00:45:27Z
0,2016-06-06T00:46:37Z,4247,[],CM-24 + Pembrolizumab,2016-06-06T00:46:37Z
0,2016-06-20T00:10:21Z,4318,"[{'description': 'CMB305 is a combination of LV305, a dendritic cell-targeted lentiviral vector encoding NY-ESO-1, and G305, an NY-ESO-1 cancer vaccine, which may synergize to promote anti-tumor immunity (NCI Drug Dictionary).', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",CMB305,2016-07-05T14:28:41Z
0,2015-02-25T20:34:29Z,2164,"[{'description': 'cMet RNA CAR T cells are autologous T-cells transfected with RNA that codes for a chimeric antigen receptor comprised of a portion of anti-Met and CD3-zeta chain linked to CD-137, which targets T-cells to c-MET expressing tumor cells, resulting in selective toxicity (NCI Drug Dictionary).', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",cMet RNA CAR T cells,2015-02-25T20:41:54Z
0,2016-07-28T14:36:52Z,4503,"[{'description': 'CmpdA is an inhibitor of IKKbeta, which may result in apoptotic activity, inhibition of the mitotic cycle, and anti-tumor activity (PMID: 27196761).', 'references': [{'id': 6383, 'pubMedId': 27196761, 'title': 'Targeting IκB Kinase β/NF-κB Signaling in Human Prostate Cancer by a Novel IκB Kinase β Inhibitor CmpdA.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/27196761'}]}]",CmpdA,2016-07-28T14:36:52Z
0,2015-05-15T01:49:12Z,2687,"[{'description': 'CNX-774 is a small molecule that binds BTK and prevents its kinase activity (PMID: 24658273).', 'references': [{'id': 580, 'pubMedId': 24658273, 'title': ""Targeting Bruton's tyrosine kinase in B cell malignancies."", 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/24658273'}]}]",CNX-774,2015-05-15T01:49:12Z
0,2014-05-14T14:52:46Z,1003,"[{'description': 'Rociletinib (CO-1686) is a third-generation EGFR TKI inhibitor and inhibits mutant forms of EGFR including T790M (PMID: 24410791).', 'references': [{'id': 194, 'pubMedId': 24410791, 'title': 'Novel agents and strategies for overcoming EGFR TKIs resistance.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/24410791'}]}]",CO1686,2015-07-23T16:38:43Z
0,2016-11-15T20:23:26Z,4962,[],CO1686 + Crizotinib,2016-11-15T20:23:26Z
0,2014-05-14T14:52:46Z,1004,"[{'description': 'Cotellic (cobimetinib) is an allosteric inhibitor of MEK1/2, resulting in inhibition of extracellular signal-related kinase 2 (ERK2) phosphorylation and activation and decreased tumor cell proliferation (PMID: 22084396, PMID: 27956260). Cotellic (cobimetinib) is FDA approved for melanoma patients with BRAF V600E or V600K, in combination with Zelboraf (vemurafenib) (FDA.gov).', 'references': [{'id': 353, 'pubMedId': 22084396, 'title': 'Intermittent administration of MEK inhibitor GDC-0973 plus PI3K inhibitor GDC-0941 triggers robust apoptosis and tumor growth inhibition.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/22084396'}, {'id': 286, 'pubMedId': None, 'title': 'FDA.gov', 'url': 'http://www.fda.gov/'}, {'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",Cobimetinib,2017-04-25T19:25:54Z
0,2016-08-27T02:03:33Z,4609,[],Cobimetinib + Bevacizumab + Atezolizumab,2016-08-27T02:03:33Z
0,2014-07-28T15:03:53Z,1160,[],Cobimetinib + GDC-0068,2014-07-28T15:03:53Z
0,2017-04-07T13:17:07Z,5512,[],Cobimetinib + LY3022855 + Vemurafenib,2017-06-14T17:42:51Z
0,2015-02-27T17:02:33Z,2208,[],Cobimetinib + Paclitaxel,2015-02-27T17:02:33Z
0,2016-05-27T16:23:56Z,4171,[],Cobimetinib + Venetoclax,2016-05-27T16:23:56Z
0,2016-04-22T15:09:35Z,3995,[],Cobimetinib + XL888 + Vemurafenib,2016-04-22T15:09:35Z
0,2016-08-03T14:14:31Z,4518,"[{'description': 'Codrituzumab is a monoclonal antibody against Glypican-3 (GPC-3), which may result in cytotoxicity due to its association with CD16/Fc-gamma RIIIa (PMID: 27085251).', 'references': [{'id': 6422, 'pubMedId': 27085251, 'title': 'Randomized phase II placebo controlled study of codrituzumab in previously treated patients with advanced hepatocellular carcinoma.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/27085251'}]}]",Codrituzumab,2016-08-03T14:14:31Z
0,2016-02-25T15:39:44Z,3607,"[{'description': 'COG112 is a peptide consisting of a fragment of apolipoprotein-E, which binds to SET, leading to increased activity of PP2A and subsequently, inhibition of cell proliferation (PMID: 21297667).', 'references': [{'id': 4698, 'pubMedId': 21297667, 'title': 'Targeting SET/I(2)PP2A oncoprotein functions as a multi-pathway strategy for cancer therapy.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/21297667'}]}]",COG112,2016-02-25T15:39:44Z
0,2016-09-13T16:20:37Z,4701,"[{'description': 'Coltuximab Ravtansine (SAR3419) is an antibody-drug conjugate composed of an anti-CD19 antibody linked to the drug DM4, which delivers the cytotoxic agent to CD19-expressing cells, potentially resulting in increased tumor cell death and decreased tumor growth (PMID: 24023523, PMID: 24132920).', 'references': [{'id': 6608, 'pubMedId': 24023523, 'title': 'Targeting CD19 in B-cell lymphoma: emerging role of SAR3419.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/24023523'}, {'id': 6607, 'pubMedId': 24132920, 'title': 'A dose-escalation study of SAR3419, an anti-CD19 antibody maytansinoid conjugate, administered by intravenous infusion once weekly in patients with relapsed/refractory B-cell non-Hodgkin lymphoma.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/24132920'}]}]",Coltuximab Ravtansine,2016-09-13T16:20:37Z
0,2017-06-06T14:33:04Z,5857,"[{'description': 'COM701 is an antibody directed against PVRIG, which interferes with binding to its ligand PVRL2, potentially resulting in increased anti-tumor immune response (J Clin Oncol 35, 2017 (suppl; abstr 3074)).', 'references': [{'id': 9066, 'pubMedId': None, 'title': 'Discovery of COM701, a therapeutic antibody targeting the novel immune checkpoint PVRIG, for the treatment of cancer.', 'url': 'http://abstracts.asco.org/199/AbstView_199_193132.html'}]}]",COM701,2017-06-06T14:33:04Z
0,2014-09-11T19:22:59Z,1458,[],Conatumumab,2014-09-18T13:05:51Z
0,2016-01-12T14:06:06Z,3401,[],Conatumumab + Ganitumab,2016-01-12T14:06:06Z
0,2017-06-26T16:51:52Z,5928,"[{'description': 'Duavee (conjugated estrogens/bazedoxifene) is a drug combined of conjugated estrogens and a selective estrogen receptor modulator, which stimulates estrogen levels and prevents proliferation via estrogen antagonism (NCI Drug Dictionary). ', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",Conjugated estrogens/bazedoxifene,2017-06-26T16:56:55Z
0,2014-05-14T14:52:46Z,995,"[{'description': 'Aliqopa (copanlisib) is a selective PIK3CA and PIK3CD inhibitor that prevents activation of Akt, resulting in inhibition of cell cycle progression and increased apoptosis (PMID: 24013662, PMID: 25528022). Aliqopa (copanlisib) is FDA approved for adult patients with follicular lymphoma (FDA.gov). ', 'references': [{'id': 188, 'pubMedId': 24013662, 'title': 'A novel selective small-molecule PI3K inhibitor is effective against human multiple myeloma in vitro and in vivo.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/24013662'}]}]",Copanlisib,2017-10-13T18:28:10Z
0,2017-05-02T03:17:14Z,5593,[],Copanlisib + Letrozole,2017-05-02T03:17:14Z
0,2014-07-30T18:10:00Z,1276,[],Copanlisib + Paclitaxel,2014-07-30T18:11:09Z
0,2017-05-02T03:18:25Z,5594,[],Copanlisib + Palbociclib + Letrozole,2017-05-02T03:18:25Z
0,2015-08-13T03:38:48Z,3018,[],Copanlisib + Refametinib,2015-08-13T03:38:48Z
0,2015-07-30T01:53:59Z,2974,"[{'description': 'CAVATAK (coxsackievirus A21) is a naturally occuring enterovirus which infect and lysis tumor cells (PMID: 17391493).', 'references': [{'id': 3357, 'pubMedId': 17391493, 'title': 'Oncolytic Coxsackievirus A21 as a novel therapy for multiple myeloma.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/17391493'}]}]",coxsackievirus A21,2017-05-26T14:49:45Z
0,2015-10-16T23:43:48Z,3136,[],coxsackievirus A21 + Pembrolizumab,2015-10-16T23:43:48Z
0,2016-01-12T17:40:11Z,3404,"[{'description': 'CP-31398 stabilizes wild-type Tp53 conformation, and activates Tp53 activity in cells with wild-type or mutant Tp53, potentially resulting in increased tumor cell death  (PMID: 14614447).', 'references': [{'id': 4306, 'pubMedId': 14614447, 'title': 'CP-31398, a novel p53-stabilizing agent, induces p53-dependent and p53-independent glioma cell death.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/14614447'}]}]",CP-31398,2017-05-01T18:05:56Z
0,2015-03-09T20:18:08Z,2335,"[{'description': 'CP-673451 is an inhibitor of PDGFR kinase, which may inhibit tumor angiogenesis and tumor growth (PMID: 15705896). ', 'references': [{'id': 2135, 'pubMedId': 15705896, 'title': 'Antiangiogenic and antitumor activity of a selective PDGFR tyrosine kinase inhibitor, CP-673,451.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/15705896'}]}]",CP-673451,2015-03-09T20:18:08Z
0,2017-01-04T19:46:07Z,5156,"[{'description': 'CP-724,714 is a selective inhibitor of ERBB2 (HER2), which reduces ERBB2 signaling and may decrease growth of ERBB2 (HER2)-over expressing tumors (PMID: 17942920).', 'references': [{'id': 7476, 'pubMedId': 17942920, 'title': 'Discovery and pharmacologic characterization of CP-724,714, a selective ErbB2 tyrosine kinase inhibitor.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/17942920'}]}]","CP-724,714",2017-01-04T19:46:07Z
0,2017-01-04T19:47:08Z,5157,[],"CP-724,714 + XMU-MP-2",2017-01-04T19:47:08Z
0,2016-01-26T11:18:09Z,3465,"[{'description': 'Cpd-5, an analogue of reversine, inhibits TTK (MPS1) to derail the mitotic checkpoint and prevent cell proliferation (PMID: 26364596).', 'references': [{'id': 4449, 'pubMedId': 26364596, 'title': 'Molecular basis underlying resistance to Mps1/TTK inhibitors.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/26364596'}]}]",Cpd-5,2016-01-26T11:18:09Z
0,2015-02-09T23:26:32Z,2033,"[{'description': 'CPI-0610 is a small molecule that binds to BET bromodomains and inhibits interaction with acetylated histones, resulting in regulation of BET-dependent gene expression and anti-tumor effects (PMID: 26815195).', 'references': [{'id': 6629, 'pubMedId': 26815195, 'title': 'Identification of a Benzoisoxazoloazepine Inhibitor (CPI-0610) of the Bromodomain and Extra-Terminal (BET) Family as a Candidate for Human Clinical Trials.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/26815195'}, {'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",CPI-0610,2017-03-17T16:15:09Z
0,2016-09-14T17:52:33Z,4714,[],CPI-0610 + Doxorubicin,2016-09-14T17:52:33Z
0,2015-05-28T14:02:02Z,2733,"[{'description': 'CPI-1205 inhibits wild-type and mutant EZH2, potentially resulting in decreased tumor cell proliferation (NCI Drug Dictionary).', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",CPI-1205,2015-05-28T14:02:02Z
0,2015-07-22T15:38:13Z,2942,"[{'description': 'CPI-169 inhibits EZH2, resulting in reduced H3K27 tri-methylation, thereby leading to increased tumor cell apoptosis and decreased tumor growth (Cancer Res October 1, 2014 74:1697).', 'references': [{'id': 3292, 'pubMedId': None, 'title': 'Abstract 1697: CPI-169, a novel and potent EZH2 inhibitor, synergizes with CHOP in vivo and achieves complete regression in lymphoma xenograft models', 'url': 'http://cancerres.aacrjournals.org/content/74/19_Supplement/1697'}]}]",CPI-169,2015-07-22T15:38:13Z
0,2017-04-06T20:43:18Z,5510,[],CPI-169 + RN-1,2017-04-06T20:43:18Z
0,2016-08-31T19:03:57Z,4633,"[{'description': 'CPI-203 is an inhibitor of BRD4, which may result in downregulation of Myc and inhibit cell proliferation (PMID: 25299775). ', 'references': [{'id': 6546, 'pubMedId': 25299775, 'title': 'The bromodomain and extra-terminal inhibitor CPI203 enhances the antiproliferative effects of rapamycin on human neuroendocrine tumors.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/25299775'}]}]",CPI-203,2016-08-31T19:03:57Z
0,2016-02-19T17:26:29Z,3571,"[{'description': 'CPI-444 is an antagonist of A2aR (ADORA2A), which may increase anti-tumor immune response and inhibit tumor growth (Cancer Immunol Res 2016;4(11 Suppl):Abstract nr PR04).', 'references': [{'id': 275, 'pubMedId': 10, 'title': '', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/10'}, {'id': 9067, 'pubMedId': None, 'title': 'Abstract PR04: CPI-444: A potent and selective inhibitor of A2AR induces antitumor responses alone and in combination with anti-PD-L1 in preclinical and clinical studies', 'url': 'http://cancerimmunolres.aacrjournals.org/content/4/11_Supplement/PR04'}]}]",CPI-444 ,2017-06-06T14:54:01Z
0,2016-07-20T16:51:56Z,4484,"[{'description': 'CPI-455 is an inhibitor of KDM5A, KDM5B, and KDM5C, which may reduce cell survival, in particular those cells that are considered drug resistant (PMID: 27214401). ', 'references': [{'id': 6341, 'pubMedId': 27214401, 'title': 'An inhibitor of KDM5 demethylases reduces survival of drug-tolerant cancer cells.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/27214401'}]}]",CPI-455,2016-07-20T16:51:56Z
0,2016-07-20T17:20:20Z,4485,[],CPI-455 + Erlotinib,2016-07-20T17:20:20Z
0,2016-07-20T17:24:14Z,4488,[],CPI-455 + Lapatinib,2016-07-20T17:24:14Z
0,2016-07-20T17:21:58Z,4486,[],CPI-455 + Vemurafenib,2016-07-20T17:21:58Z
0,2016-02-22T18:10:46Z,3589,"[{'description': 'CPUY201112 is an N-terminal Hsp90 inhibitor, which leads to decreased expression of Hsp90 client proteins and may result in increased tumor cell apoptosis (PMID: 26743233).', 'references': [{'id': 4657, 'pubMedId': 26743233, 'title': 'CPUY201112, a novel synthetic small-molecule compound and inhibitor of heat shock protein Hsp90, induces p53-mediated apoptosis in MCF-7 cells.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/26743233'}]}]",CPUY201112,2016-02-22T18:10:46Z
0,2016-06-22T02:21:44Z,4341,"[{'description': 'CPX-351 is a liposomal formulation of cytarabine and daunorubicin with anti-tumor activities (PMID: 25223583).', 'references': [{'id': 5981, 'pubMedId': 25223583, 'title': 'Phase II, multicenter, randomized trial of CPX-351 (cytarabine:daunorubicin) liposome injection versus intensive salvage therapy in adults with first relapse AML.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/25223583'}]}]",CPX-351,2016-06-22T02:21:44Z
0,2016-06-28T01:01:41Z,4391,[],CPX-351 + Cytarabine + Filgrastim + Fludarabine ,2016-06-28T01:01:41Z
0,2014-03-12T15:53:16Z,705,"[{'description': 'Crenolanib is a type III receptor tyrosine kinase inhibitor of PDGFR-alpha/beta and FLT3, which results in inhibition of downstream signaling and prevents growth in tumor cells (PMID: 22745105). ', 'references': [{'id': 2167, 'pubMedId': 22745105, 'title': 'Crenolanib inhibits the drug-resistant PDGFRA D842V mutation associated with imatinib-resistant gastrointestinal stromal tumors.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/22745105'}, {'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}, {'id': 2134, 'pubMedId': 24227820, 'title': 'Crenolanib is a potent inhibitor of FLT3 with activity against resistance-conferring point mutants.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/24227820'}]}]",Crenolanib,2015-04-10T16:23:56Z
0,2015-05-08T01:51:00Z,2637,[],Crenolanib + Cytarabine + Daunorubicin,2015-05-08T01:51:00Z
0,2016-04-29T15:34:38Z,4024,[],Crenolanib + Cytarabine + Mitoxantrone,2016-04-29T15:34:38Z
0,2017-06-29T16:57:42Z,5943,[],Crenolanib + Paclitaxel + Ramucirumab,2017-06-29T16:57:56Z
0,2014-12-29T16:07:54Z,1864,[],Crenolanib + Sorafenib,2014-12-29T16:07:54Z
0,2014-03-12T15:53:16Z,706,"[{'description': 'Xalkori (crizotinib), inhibits ALK kinase, ALK fusion proteins, c-Met, ROS1, and MST1R (RON), resulting in growth inhibition of tumor cells (PMID: 26951079, PMID: 22617245). Xalkori (crizotinib) is FDA approved for use in patients with ALK or ROS1 positive non-small cell lung cancer (FDA.gov).', 'references': [{'id': 286, 'pubMedId': None, 'title': 'FDA.gov', 'url': 'http://www.fda.gov/'}, {'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",Crizotinib,2017-10-13T15:29:51Z
0,2016-02-24T14:49:30Z,3601,[],Crizotinib + Cyclophosphamide + Topotecan,2016-02-24T14:49:30Z
0,2016-01-10T11:08:02Z,3377,[],Crizotinib + Dacomitinib,2016-01-10T11:08:02Z
0,2014-07-30T15:17:32Z,1252,[],Crizotinib + Dasatinib,2014-07-30T15:17:32Z
0,2015-03-20T15:32:10Z,2446,[],Crizotinib + Enzalutamide,2015-03-20T15:32:10Z
0,2017-07-28T16:24:02Z,6028,[],Crizotinib + Gemcitabine,2017-07-28T16:24:02Z
0,2014-09-23T21:48:38Z,1526,[],Crizotinib + Itraconazole	,2014-09-23T21:48:38Z
0,2016-01-22T01:30:57Z,3440,[],Crizotinib + Lapatinib,2016-01-22T01:30:57Z
0,2017-03-07T18:10:29Z,5411,[],Crizotinib + Navitoclax,2017-08-01T16:00:43Z
0,2016-06-24T14:39:06Z,4355,[],Crizotinib + Onalespib,2016-06-24T14:39:06Z
0,2016-11-15T17:28:59Z,4958,[],Crizotinib + Osimertinib,2016-11-15T17:28:59Z
0,2014-07-28T13:24:08Z,1153,[],Crizotinib + Pazopanib,2014-07-28T13:24:08Z
0,2014-07-28T13:26:51Z,1155,[],Crizotinib + Pazopanib + Pemetrexed,2014-07-28T13:26:51Z
0,2014-07-28T13:22:42Z,1151,[],Crizotinib + Pemetrexed,2014-07-28T13:22:42Z
0,2016-10-05T19:24:56Z,4787,[],Crizotinib + PLX4720,2016-10-05T19:24:56Z
0,2014-09-18T18:28:04Z,1483,[],Crizotinib + Rifampin,2014-09-18T18:28:04Z
0,2014-09-23T21:42:04Z,1525,[],Crizotinib + Rifampin + Itraconazole,2014-09-23T21:42:04Z
0,2016-05-04T12:57:30Z,4070,[],Crizotinib + Rucaparib,2016-05-04T12:57:30Z
0,2016-07-19T18:09:46Z,4480,[],Crizotinib + Trametinib,2016-07-19T18:09:46Z
0,2016-01-22T01:51:49Z,3442,[],Crizotinib + Trastuzumab + Paclitaxel,2016-01-22T01:51:49Z
0,2016-09-06T16:26:07Z,4648,[],Crizotinib + Vemurafenib,2016-09-06T16:26:07Z
0,2014-03-12T15:53:16Z,708,"[{'description': 'CRLX101 is a nanoparticle conjugated to Camptothecin, which inhibits topoisomerase-1 and HIF1-alpha, and when combined with radiotherapy may result in increased sensitivity (PMID: 27784746). ', 'references': [{'id': 7475, 'pubMedId': 27784746, 'title': 'CRLX101, a Nanoparticle-Drug Conjugate Containing Camptothecin, Improves Rectal Cancer Chemoradiotherapy by Inhibiting DNA Repair and HIF1α.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/27784746'}]}]",CRLX101,2017-01-04T19:02:16Z
0,2014-07-29T18:04:57Z,1213,[],CRLX101 + Bevacizumab,2014-07-29T18:04:57Z
0,2017-01-04T19:27:03Z,5155,[],CRLX101 + Fluorouracil + Radiotherapy,2017-01-04T19:27:03Z
0,2016-06-23T14:10:47Z,4348,[],CRLX101 + Olaparib,2016-06-23T14:11:26Z
0,2017-06-19T13:52:36Z,5906,[],Crofelemer,2017-06-19T13:52:36Z
0,2014-09-11T20:22:45Z,1460,"[{'description': 'Crolibulin (EPC2407) is a small molecule that binds to and prevents tubulin polymerization, which may cause cell cycle arrest, apoptosis and decreased cell proliferation (NCI Drug Dictionary). ', 'references': [{'id': 287, 'pubMedId': None, 'title': '(NCI Drug Dictionary)', 'url': 'http://www.cancer.gov/drugdictionary'}]}]",Crolibulin,2015-11-19T18:36:43Z
0,2014-09-11T20:26:08Z,1461,[],Crolibulin + Cisplatin,2014-09-11T20:26:08Z
0,2015-05-08T13:32:04Z,2641,"[{'description': 'CRS-207 is a vaccine comprised of a live-attenuated strain of Listeria monocytogenes engineered to express human mesothelin, which induces anti-tumor immune response towards mesothelin-positive tumor cells (PMID: 22147941).', 'references': [{'id': 2671, 'pubMedId': 22147941, 'title': 'A live-attenuated Listeria vaccine (ANZ-100) and a live-attenuated Listeria vaccine expressing mesothelin (CRS-207) for advanced cancers: phase I studies of safety and immune induction.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/22147941'}]}]",CRS-207,2015-06-26T02:28:45Z
0,2017-01-09T19:09:58Z,5170,[],CRS-207 + Cyclophosphamide + GVAX panc vaccine + INCB024360 + Pembrolizumab,2017-01-09T19:09:58Z
0,2016-02-11T11:08:17Z,3512,[],CRS-207 + GVAX,2016-02-11T11:08:17Z
0,2017-01-09T18:19:52Z,5169,[],CRS-207 + INCB024360 + Pembrolizumab,2017-01-09T18:19:52Z
0,2017-05-20T01:52:00Z,5716,[],CRS-207 + Pembrolizumab,2017-05-20T01:52:00Z
0,2017-03-15T17:31:07Z,5439,"[{'description': 'CRT 0066101 is a pan-protein kinase D inhibitor that blocks protein kinase D signaling, resulting in inhibition of tumor cell growth and metastasis (PMID: 25852060).', 'references': [{'id': 8228, 'pubMedId': 25852060, 'title': 'Effective Targeting of Estrogen Receptor-Negative Breast Cancers with the Protein Kinase D Inhibitor CRT0066101.', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/25852060'}]}]",CRT 0066101,2017-03-15T17:31:07Z
0,2016-01-14T17:02:56Z,3415,"[{'description': 'Cryptotanshinone is an inhibitor of Shp2, which may result in cell growth inhibition and apoptosis (PMID: 23957426). ', 'references': [{'id': 4300, 'pubMedId': 23957426, 'title': 'Identification of cryptotanshinone as an inhibitor of oncogenic protein tyrosine phosphatase SHP2 (PTPN11).', 'url': 'http://www.ncbi.nlm.nih.gov/pubmed/23957426'}]}]",cryptotanshinone,2016-01-14T17:24:48Z
