nctId,title
NCT01597388,AZD2014 and Fulvestrant in Patients With ER+ Advanced Metastatic Breast Cancer
NCT01599754,Adjuvant Axitinib Therapy of Renal Cell Cancer in High Risk Patients
NCT01599832,Dynamic Contrast-Enhanced Magnetic Resonance Imaging in Measuring Effects of Pazopanib Hydrochloride in Patients With Metastatic Kidney Cancer
NCT01601535,Study of MLN8237 in Combination With Irinotecan and Temozolomide
NCT01602315,A Phase Ib/II Study of BYL719 and Cetuximab in Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma
NCT01602406,Phase I Study LJM716 Combined With Trastuzumab in Patients With HER2 Overexpressing Metastatic Breast or Gastric Cancer
NCT01603004,Potential Imaging and Molecular Predictors of Response to Novel Therapies in Metastatic Pancreatic Neuroendocrine Tumors
NCT01603212," Systemic Therapy With Interferon, Interleukin-2 and BRAF Inhibitor"
NCT01604031,Treatment of B-CLL With Autologous IL2 and CD40 Ligand-Expressing Tumor Cells + Lenalidomide
NCT01606579,Safety and Efficacy Study of PRI-724 in Subjects With Advanced Myeloid Malignancies
NCT01606878,Crizotinib and Combination Chemotherapy in Treating Younger Patients With Relapsed or Refractory Solid Tumors or Anaplastic Large Cell Lymphoma
NCT01607905,Safety Study of the Selective Inhibitor of Nuclear Export (SINE) KPT-330 in Patients With Advanced or Metastatic Solid Tumor Cancer
NCT01609556,"First-in-Human Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of IMGN853 in Adults With Ovarian Cancer and Other FOLR1-Positive Solid Tumors"
NCT01609816,"Dasatinib in Treating Patients With Multiple Myeloma, Non-Hodgkin, or Hodgkin Lymphoma Previously Treated With Autologous Stem Cell Transplant"
NCT01610206,A Randomized Study of Safety and Efficacy of Pazopanib and Gemcitabine in Persistent or Relapsed Ovarian Cancer
NCT01610284,Phase III Study of BKM120/Placebo With Fulvestrant in Postmenopausal Patients With Hormone Receptor Positive HER2-negative Locally Advanced or Metastatic Breast Cancer Refractory to Aromatase Inhibitor
NCT01610570,Mithramycin for Children and Adults With Solid Tumors or Ewing Sarcoma
NCT01612351,Multimodality Risk Adapted Tx Including Induction Chemo for SCCHN Amenable to Transoral Surgery
NCT01614197,A Trial of Temsirolimus With Etoposide and Cyclophosphamide in Children With Relapsed Acute Lymphoblastic Leukemia and Non-Hodgkins Lymphoma
NCT01616303, A Controlled Study of the Effectiveness of Oregovomab (Antibody) Plus Chemotherapy in Advanced Ovarian Cancer
NCT01619761,Natural Killer (NK) Cells in Cord Blood Transplantation
NCT01619774, An Open-Label Phase II Study of the Combination of GSK2118436 and GSK1120212 in Patients With Metastatic Melanoma Which is Refractory or Resistant to BRAF Inhibitor
NCT01619813,Reolysin Combined With Docetaxel and Prednisone or Docetaxel and Prednisone Alone in Metastatic Castration Resistant Prostate Cancer
NCT01620190,Paclitaxel Albumin-Stabilized Nanoparticle Formulation in Treating Patients With Previously Treated Advanced Non-Small Cell Lung Cancer
NCT01620216,Validation of an in Vitro Assay to Predict Targeted Therapies for Acute Leukemia Patients
NCT01620593,Castration Compared to Castration Plus Metformin as First Line Treatment for Patients With Advanced Prostate Cancer
NCT01621243,M402 in Combination With Nab-Paclitaxel and Gemcitabine in Pancreatic Cancer
NCT01621477,T-Cell Replete Haploidentical Donor Hematopoietic Stem Cell Plus Natural Killer (NK) Cell Transplantation in Patients With Hematologic Malignancies Relapsed or Refractory Despite Previous Allogeneic Transplant
NCT01621490,PH 1 Biomarker Study of Nivolumab and Ipilimumab and Nivolumab in Combination With Ipilimumab in Advanced Melanoma (PD-1)
NCT01621542,Clinical Study of WT2725 in Patients With Advanced Malignancies
NCT01621568,Sunitinib for Advanced Thymus Cancer Following Earlier Treatment
NCT01621906,18F-FLT-PET Imaging of the Brain in Patients With Metastatic Breast Cancer to the Brain Treated With Whole Brain Radiation Therapy With or Without Sorafenib
NCT01622543,Reolysin in Combination With FOLFOX6 and Bevacizumab or FOLFOX6 and Bevacizumab Alone in Metastatic Colorectal Cancer
NCT01622868,Whole-Brain Radiation Therapy With or Without Lapatinib Ditosylate in Treating Patients With Brain Metastasis From HER2-Positive Breast Cancer
NCT01623349,Phase I Study of the Oral PI3kinase Inhibitor BKM120 or BYL719 and the Oral PARP Inhibitor Olaparib in Patients With Recurrent Triple Negative Breast Cancer or High Grade Serous Ovarian Cancer
NCT01624285,Sorafenib Tosylate Following a Liver Transplant in Treating Patients With Liver Cancer
NCT01624467,A Study of Necitumumab Monotherapy and the QT/QTc Interval in Patient With Advanced Solid Tumors
NCT01624766,Anakinra or Denosumab and Everolimus in Advanced Cancer
NCT01625156,Tivantinib and Temsirolimus in Treating Patients With Solid Tumors That is Metastatic or Cannot be Removed By Surgery
NCT01625234,"Phase 1/2 Study of X-396, an Oral ALK Inhibitor, in Patients With Advanced Solid Tumors and Non-Small Cell Lung Cancer"
NCT01625260,A Study of ALT-801 in Patients With Bacillus Calmette-Guerin (BCG) Failure Non-Muscle Invasive Bladder Cancer
NCT01625286,"Investigating Safety, Tolerability and Efficacy of AZD5363 When Combined With Paclitaxel in Breast Cancer Patients"
NCT01625351,A Study of CD45RA+ Depleted Haploidentical Stem Cell Transplantation in Children With Relapsed or Refractory Solid Tumors and Lymphomas
NCT01625936,CRLX101 Plus Bevacizumab in Advanced RCC
NCT01627041,"Decitabine, Cytarabine, and Daunorubicin Hydrochloride in Treating Patients With Acute Myeloid Leukemia"
NCT01628471,"MTD Determination, Safety and Efficacy of the Decitabine-Genistein Drug Combination in Advanced Solid Tumors and Non-Small Cell Lung Cancer"
NCT01628640,Viral Therapy in Treating Patient With Liver Cancer
NCT01630590,Cabozantinib and Androgen Ablation in Patients With Androgen-Dependent Metastatic Prostate Cancer
NCT01630733,"A Multinational, Randomized, Open-Label Study of Custirsen In Patients With Advanced or Metastatic (Stage IV) Non-Small Cell Lung Cancer"
NCT01631279, A Dose Escalation Trial of PR610 Treating Patients With Solid Tumors
NCT01633060,"A Phase III Study of BKM120 With Fulvestrant in Patients With HR+, HER2-, AI Treated, Locally Advanced or Metastatic Breast Cancer Who Progressed on or After mTORi"
NCT01633541,Chemotherapy AND Bcl-xL Inhibitor (AT-101) For Organ Preservation In Adults With Advanced Laryngeal Cancer
NCT01633970,A Phase 1b Study of MPDL3280A (an Engineered Anti-PDL1 Antibody) in Combination With Avastin (Bevacizumab) and/or With Chemotherapy in Patients With Locally Advanced or Metastatic Solid Tumors
NCT01634217,Inducible Regulatory T Cells (iTregs) in Non-Myeloablative Sibling Donor Peripheral Blood Stem Cell Transplantation
NCT01634685,"A Phase I Study of Bavituximab, Capecitabine, and Radiation for the Treatment of Rectal Adenocarcinoma"
NCT01634893,Oral Hydroxychloroquine Plus Oral Sorafenib to Treat Patients With Refractory or Relapsed Solid Tumors
NCT01635712,Safety and Pharmacology Study of SNX-5422 in Subjects With Refractory Hematological Malignancies
NCT01636479,Phase 1 Safety Testing of SAR405838
NCT01636622," Study of Vemurafenib, Carboplatin, and Paclitaxel"
NCT01637090,Everolimus in Treating Cutaneous T-cell Lymphoma
NCT01638533,"Romidepsin in Treating Patients With Lymphoma, Chronic Lymphocytic Leukemia, or Solid Tumors With Liver Dysfunction"
NCT01638546,Temozolomide With or Without Veliparib in Treating Patients With Relapsed or Refractory Small Cell Lung Cancer
NCT01638676, A Phase I/II Trial of Vemurafenib and Metformin to Melanoma Patients
NCT01639248, A Phase II Study of the Aurora and Angiogenic Kinase Inhibitor ENMD-2076 in Previously Treated Locally Advanced and Metastatic Triple-Negative Breast Cancer
NCT01639508,Cabozantinib in Patients With RET Fusion-Positive Advanced Non-Small Cell Lung Cancer and Those With Other Genotypes
NCT01639911,MLN8237 and Pazopanib in Combination for Solid Tumors
NCT01640301,"Laboratory-Treated T Cells in Treating Patients With High-Risk Relapsed Acute Myeloid Leukemia, Myelodysplastic Syndrome, or Chronic Myelogenous Leukemia Previously Treated With Donor Stem Cell Transplant"
NCT01640665,Pilot Study of Sorafenib and Bi-weekly Capecitabine in Patients With Advanced Breast and Gastrointestinal Tumors
NCT01641939,A Study of Trastuzumab Emtansine Versus Taxane in Patients With Advanced Gastric Cancer
NCT01642251,Cisplatin and Etoposide With or Without Veliparib in Treating Patients With Extensive Stage Small Cell Lung Cancer or Metastatic Large Cell Neuroendocrine Non-small Cell Lung Cancer
NCT01642342,Recombinant Albumin Fusion Protein sEphB4-HSA in Treating Patients With Metastatic or Recurrent Solid Tumors
NCT01643278,Dasatinib and Ipilimumab in Treating Patients With Gastrointestinal Stromal Tumors or Other Sarcomas That Cannot Be Removed by Surgery or Are Metastatic
NCT01643603,Dasatinib in Treating Patients With Hematologic Malignancies Previously Treated With Donor Stem Cell Transplant
NCT01643850,MCS110 in Patients With Pigmented Villonodular Synovitis (PVNS) or Giant Cell Tumor of the Tendon Sheath (GCTTS)
NCT01644253,"Phase 1b Safety and Efficacy Study of TRU-016 and Rituximab, Obinutuzumab, Idelalisib, or Ibrutinib in Chronic Lymphocytic Leukemia"
NCT01644773,Study of the Combination of Crizotinib and Dasatinib in Pediatric Research Participants With Diffuse Pontine Glioma (DIPG) and High-Grade Glioma (HGG)
NCT01646125," An Open-label, Randomized Phase II Study to Evaluate the Efficacy of AUY922 vs Pemetrexed or Docetaxel in NSCLC Patients With EGFR Mutations"
NCT01647711,"A Study of Intermittent, High-dose Afatinib to Determine the Maximal Tolerated Dose and Assess Activity of This Dose Against Non-small Cell Lung Cancer With T790M Mutations"
NCT01647828,A Phase 1b/2 Study of OMP-59R5 in Combination With Nab-Paclitaxel and Gemcitabine in Subjects With Previously Untreated Stage IV Pancreatic Cancer
NCT01648348,Bevacizumab With or Without Anti-Endoglin Monoclonal Antibody TRC105 in Treating Patients With Recurrent Glioblastoma Multiforme
NCT01649180,NEXT: Subsequent Exposure to Tyrosine Kinase Inhibition at Recurrence After Adjuvant Therapy in Renal Cell Carcinoma (PrE0801)
NCT01649284,Afatinib Expanded Access Program
NCT01649336,"A Study of MEK162 and Paclitaxel in Patients With Epithelial Ovarian, Fallopian Tube or Peritoneal Cancer"
NCT01649778,Observational Study of Real World Effectiveness Data and Safety in Patients Receiving Pazopanib With Advanced or Metastatic Renal Cell Carcinoma
NCT01649947,Modulation of Autophagy in Patients With Advanced/Recurrent Non-small Cell Lung Cancer - Phase II
NCT01650506,Study of Erlotinib and Metformin in Triple Negative Breast Cancer
NCT01652079,CRLX101 in Combination With Bevacizumab for Recurrent Ovarian/Tubal/Peritoneal Cancer
NCT01652196,Aflibercept and FOLFOX6 Treatment for Previously Untreated Stage IV Colorectal Cancer
NCT01652482,A Study of MEHD7945A + FOLFIRI Versus Cetuximab + FOLFIRI in Second Line in Patients With KRAS Wild-Type Metastatic Colorectal Cancer
NCT01652976,"Phase II Study of 5-FU, Oxaliplatin Plus Dasatinib in Metastatic Pancreatic Adenocarcinoma"
NCT01653470,"Study to Evaluate Safety & Tolerability of BMS-906024 in Combination With Chemotherapy & to Define DLTs & MTD of BMS-906024 in Combination With One of the Following Chemotherapy Regimens; Weekly Paclitaxel, 5FU+Irinotecan or Carboplatin+Paclitaxel in Subjects With Advanced / Metastatic Solid Tumors"
NCT01654965,Tivantinib and Topotecan Hydrochloride in Treating Patients With Advanced or Metastatic Solid Tumors
NCT01655225,A Study of LY3023414 in Participants With Advanced Cancer
NCT01655693,Efficacy and Safety Doxorubicin Transdrug Study in Patients Suffering From Advanced Hepatocellular Carcinoma (ReLive)
NCT01655719,Pioglitazone in Thyroid Cancers
NCT01656538,A Study of Reolysin For Patients With Advanced/Metastatic Breast Cancer
NCT01656642, A Phase 1b Study of MPDL3280A (an Engineered Anti-PDL1 Antibody) in Combination With Vemurafinib (Zelboraf&#174;) in Patients With Previously Untreated BRAFV600-Mutation Positive Metastatic Melanoma
NCT01657591, Study of XL888 With Vemurafenib for Patients With Unresectable BRAF Mutated Stage III/IV Melanoma
NCT01657682,A Phase II Study of Crenolanib in Relapsed/Refractory Acute Myeloid Leukemia Patients With FLT3 Activating Mutations
NCT01658007,Pilot Study Of Sirolimus Plus Multiagent Chemotherapy For Relapsed/Refractory Acute Lymphoblastic Leukemia/Lymphoma
NCT01658553," A Study to Look at the Electrical Activity of the Heart in Subjects With Solid Tumor Cancers, Before and After Receiving the Study Treatment, GSK1120212"
NCT01658878,"Study to Evaluate the Effectiveness, Safety and Tolerability of Nivolumab in Subjects With Advanced Liver Cancer Anti-PD-1 HCC (Anti-Programmed-Death-1 Hepatocellular Carcinoma)"
NCT01659151, Vemurafenib With Lymphodepletion Plus Adoptive Cell Transfer &amp; High Dose IL-2 Metastatic Melanoma
NCT01660451,"Open-label, Uncontrolled Phase II Trial of Intravenous PI3K Inhibitor BAY80-6946 in Patients With Relapsed, Indolent or Aggressive Non-Hodgkin's Lymphomas"
NCT01660906,"This Study Will be a Phase IV, Open-label, Multicenter Study of Dasatinib in Chronic-Phase Chronic Myeloid Leukemia (CP-CML) Patients With Chronic, Low-grade Non-Hematologic Toxicity to Imatinib"
NCT01660971,"Gemcitabine Hydrochloride, Dasatinib, and Erlotinib Hydrochloride in Treating Patients With Metastatic Pancreatic Cancer That Cannot Be Removed By Surgery"
NCT01661283,Study of Everolimus With Bevacizumab to Treat Refractory Malignant Peripheral Nerve Sheath Tumors
NCT01661400,Anti-Angiogenic Therapy Post Transplant (ASCR) for Relapsed and Refractory Pediatric Solid Tumors
NCT01661972,Phase I/II Study of Capecitabine Plus Aflibercept to Treat Metastatic Colorectal Cancer
NCT01662869,A Study of Onartuzumab (MetMAb) in Combination With mFOLFOX6 in Patients With Metastatic HER2-Negative And Met-Positive Gastroesophageal Cancer (MetGastric)
NCT01663259,Reduced-intensity Therapy for Oropharyngeal Cancer in Non-smoking HPV-16 Positive Patients
NCT01663272,A Trial of Cabozantinib (XL184) and Gemcitabine in Advanced Pancreatic Cancer
NCT01663857,A Study of LY2228820 for Recurrent Ovarian Cancer
NCT01664000,"A Safety, Pharmacokinetic and Pharmacodynamic Study of Kevetrin in Patients With Advanced Solid Tumors"
NCT01664182,"Trebananib With or Without Bevacizumab, Pazopanib Hydrochloride, Sorafenib Tosylate, or Sunitinib Malate in Treating Patients With Advanced Kidney Cancer"
NCT01664754,"Exemestane, Pemetrexed Disodium, and Carboplatin in Treating Post-Menopausal Women With Stage IV Non-Small Cell Lung Cancer"
NCT01665768,Maintenance Rituximab With mTor Inhibition After High-dose Consolidative Therapy in Lymphoma
NCT01666730,Metformin Plus Modified FOLFOX 6 in Metastatic Pancreatic Cancer
NCT01666756,Chinese Herbal Formulation PHY906 and Sorafenib Tosylate in Treating Patients With Advanced Liver Cancer
NCT01667419,BRIM8: A Study of Vemurafenib Adjuvant Therapy in Patients With Resected Cutaneous BRAF Mutant Melanoma
NCT01668719,"S1211, Bortezomib, Dexamethasone, and Lenalidomide With or Without Elotuzumab in Treating Patients With Newly Diagnosed High-Risk Multiple Myeloma"
NCT01669343,Aromatase Inhibitor Host Factors Study
NCT01669720,Adjuvant Aflibercept for Metastatic Colorectal Cancer
NCT01669798,"BIBF 1120 in Bevacizumab Resistant, Persistent, or Recurrent Epithelial Ovarian Cancer"
NCT01670175,Sirolimus With Cyclophosphamide and Topotecan for Pediatric/Adolescent Relapsed and Refractory Solid Tumors
NCT01670877,Neratinib in Metastatic HER2 Non-amplified But HER2 Mutant Breast Cancer
NCT01671904,"A Study of Venetoclax (GDC-0199, ABT-199) in Combination With Bendamustine And MabThera/Rituxan in Participants With Chronic Lymphocytic Leukemia"
NCT01672736,A Trial of ASP7487 (OSI-906) in Combination With Bortezomib for the Treatment of Relapsed Multiple Myeloma
NCT01673737, A Phase I/Ib Trial for the Evaluation of SAR260301 in Monotherapy or in Combination With Vemurafenib in Patients With Various Advanced Cancer
NCT01674140,S1207 Hormone Therapy With or Without Everolimus in Treating Patients With Breast Cancer
NCT01674270,Degarelix Neo-Adjuvant Radical Prostatectomy Trial
NCT01676714,Study of Dovitinib and Biomarkers in Advanced Non-Small Cell Lung Cancer or Advanced Colorectal Cancer
NCT01676753,Phase 1b Dose De-escalation Trial of Dinaciclib With Pembrolizumab for Advanced Breast Cancer
NCT01677559,Combining MLN8237 With Nab-Paclitaxel in Patients With Advanced Solid Malignancies
NCT01677741," The Study to Determine Safety, Tolerability and Pharmacokinetics of Oral Dabrafenib In Pediatric Subjects"
NCT01678105, A Phase II Study of Dovitinib in Recurrent and/or Metastatic Adenoid Cystic Carcinoma of the Salivary Glands
NCT01681433,OGX-427 in Metastatic Castrate-Resistant Prostate Cancer With Prostate-Specific Antigen Progression While Receiving Abiraterone
NCT01682083, A Study of the BRAF Inhibitor Dabrafenib in Combination With the MEK Inhibitor Trametinib in the Adjuvant Treatment of High-risk BRAF V600 Mutation-positive Melanoma After Surgical Resection.
NCT01682213,Adjuvant Dabrafenib (GSK2118436) in Patients With Surgically Resected AJCC Stage IIIC Melanoma Characterized by a BRAFV600E/K Mutation
NCT01683149, Sorafenib and Topotecan in Refractory/Recurrent Pediatric Malignancies
NCT01683188, HD IL-2 + Vemurafenib in Patients With BRAF Mutation Positive Metastatic Melanoma
NCT01683422,Chemotherapy Plus Proton-chemotherapy for Locally Advanced Pancreatic Cancer
NCT01683994,Cabozantinib Plus Docetaxel and Prednisone for Advanced Prostate Cancer
NCT01684397,Pazopanib Hydrochloride and Bevacizumab in Treating Patients With Previously Untreated Metastatic Kidney Cancer
NCT01685125,Abiraterone Acetate and Prednisone With or Without Dasatinib in Treating Patients With Metastatic Hormone-Resistant Prostate Cancer
NCT01685892,A Study of Venetoclax (GDC-0199; ABT-199) in Combination With Obinutuzumab in Participants With Chronic Lymphocytic Leukemia
NCT01686165,Belinostat and Yttrium Y 90 Ibritumomab Tiuxetan in Treating Patients With Relapsed Aggressive B-Cell Non-Hodgkin Lymphoma
NCT01687179,Safety Study of Sirolimus and Hydroxychloroquine in Women With Lymphangioleiomyomatosis
NCT01687400,Genomic Predictors of Decitabine Response in Patients With Acute Myeloid Leukemia or Myelodysplastic Syndromes
NCT01687673,Phase II Combination of Temsirolimus and Sorafenib in Advanced Hepatocellular Carcinoma
NCT01688492,Combining Ipilimumab With Abiraterone Acetate Plus Prednisone in Chemotherapy and Immunotherapy-na&#239;ve Patients With Progressive Metastatic Castration-resistant Prostate Cancer
NCT01688999,Cabozantinib for Advanced Urothelial Cancer
NCT01689974,Phase II Randomized Trial of Ipilimumab Versus Ipilimumab and Radiotherapy in Metastatic Melanoma
NCT01689987,"Hydroxychloroquine, Cyclophosphamide, Dexamethasone, and Sirolimus in Treating Patients With Relapsed or Refractory Multiple Myeloma"
NCT01690468,PTX-200 and Carboplatin in Ovarian Cancer
NCT01690624,BI 836858 Dose Escalation in Patients With Refractory or Relapsed Acute Myeloid Leukemia and in Patients in Complete Remission With High Risk to Relapse
NCT01691898,A Study of Pinatuzumab Vedotin (DCDT2980S) Combined With Rituximab or Polatuzumab Vedotin (DCDS4501A) Combined With Rituximab or Obinutuzumab in Participants With Relapsed or Refractory B-Cell Non-Hodgkin's Lymphoma (ROMULUS)
NCT01693068,Phase II Trial of Pimasertib Versus Dacarbazine in N-Ras Mutated Cutaneous Melanoma
NCT01693562,A Phase 1/2 Study to Evaluate MEDI4736
NCT01695005,A Study of LY3039478 in Participants With Advanced Cancer
NCT01695330,Subcutaneous (SC) Bortezomib-Regimens for Patients With RR MM Failing Prior IV Bortezomib-Containing Regimens
NCT01695473,Neoadjuvant BKM120 in High-risk Prostate Cancer
NCT01695941,"Alisertib, Bortezomib, and Rituximab in Treating Patients With Relapsed or Refractory Mantle Cell Lymphoma or B-cell Low Grade Non-Hodgkin Lymphoma"
NCT01696045,"Phase 2 Study of Ipilimumab in Children and Adolescents (12 to <18 Years) With Previously Treated or Untreated, Unresectable Stage III or Stage lV Malignant Melanoma"
NCT01697293,"Triciribine Phosphate, Paclitaxel, Doxorubicin Hydrochloride, and Cyclophosphamide in Treating Patients With Stage IIB-IV Breast Cancer"
NCT01697566,An Endometrial Cancer Chemoprevention Study of Metformin
NCT01698905,Treatment-free Remission After Achieving Sustained MR4.5 on Nilotinib (ENESTop)
NCT01698918,"Open-label, Phase II, Study of Everolimus Plus Letrozole in Postmenopausal Women With ER+, HER2- Metastatic or Locally Advanced Breast Cancer"
NCT01700049,Study Evaluating the Efficacy of Oral Vismodegib in Various Histologic Subtypes
NCT01700270, Pharmacokinetic Drug-drug Interaction Study of Dovitinib (TKI258) in Patients With Advanced Solid Tumors.
NCT01700400," Study of Everolimus, Pemetrexed, Carboplatin, and Bevacizumab to Treat Stage IV Lung Cancer"
NCT01701037, Dabrafenib Alone and in Combination With Trametinib Before Surgery in Treating Patients With Locally or Regionally Advanced Melanoma That Can Be Removed By Surgery
NCT01701674,Ipilimumab With Lymphodepletion Plus Adoptive Cell Transfer and High Dose IL-2 in Melanoma Mets Pts
NCT01701986,Gemcitabine/Clofarabine/Busulfan and Allogeneic Transplantation for Aggressive Lymphomas
NCT01702064,Ruxolitinib in Combination With Nilotinib in Chronic Myeloid Leukemia (CML) Patients
NCT01702558,A Combination Study of Kadcyla (Trastuzumab Emtansine) and Capecitabine in Patients With HER2-Positive Metastatic Breast Cancer and Patients With HER2-Positive Locally Advanced / Metastatic Gastric Cancer
NCT01702571,A Study of Kadcyla (Trastuzumab Emtansine) in Patients With HER2 Positive Breast Cancer Who Have Received Prior Anti-HER2 And Chemotherapy-based Treatment
NCT01703065,Cabozantinib in Treating Men With Castration-Resistant Prostate Cancer
NCT01703390,Biomarker Directed Treatment in Metastatic Colorectal Cancer
NCT01703481,"A Study to Evaluate the Safety, Pharmacokinetics, and Pharmacodynamics of JNJ-42756493 in Adult Patients With Advanced or Refractory Solid Tumors or Lymphoma"
NCT01703507,Ipilimumab and Whole-Brain Radiation Therapy or Stereotactic Radiosurgery in Treating Patients With Melanoma With Brain Metastases
NCT01703572,A Dose Escalation Study of OMP-52M51 in Subjects With Lymphoid Malignancies
NCT01706458,Provenge With or Without pTVG-HP DNA Booster Vaccine in Prostate Cancer
NCT01707004,Decitabine and Total-Body Irradiation Followed By Donor Bone Marrow Transplant and Cyclophosphamide in Treating Patients With Relapsed or Refractory Acute Myeloid Leukemia
NCT01708161,A Phase Ib/II Study of the Combination of BYL719 Plus AMG 479 in Adult Patients With Selected Solid Tumors
NCT01708798,Study of the Effect of Eplerenone on Heart Function in Women Receiving Anthracycline Chemotherapy for Breast Cancer
NCT01708941,Ipilimumab With or Without High-Dose Recombinant Interferon Alfa-2b in Treating Patients With Stage III-IV Melanoma That Cannot Be Removed by Surgery
NCT01708993," Reolysin in Patients With Previously Treated Advanced or Metastatic, Non Small Cell Lung Cancer Receiving Standard Salvage Therapy"
NCT01709292,Vemurafenib Neoadjuvant Trial in Locally Advanced Thyroid Cancer
NCT01709435, Cabozantinib in Treating Younger Patients With Recurrent or Refractory Solid Tumors
NCT01709734,"A 2 Part, Phase 2 Trial of Galeterone in the Treatment of Castration Resistant Prostate Cancer"
NCT01711515,Chemoradiation Therapy and Ipilimumab in Treating Patients With Locally Advanced Cervical Cancer
NCT01711528,"Dinaciclib, Bortezomib, and Dexamethasone in Treating Patients With Relapsed Multiple Myeloma"
NCT01711541,Combination Chemotherapy With or Without Veliparib in Treating Patients With Stage IV Head and Neck Cancer
NCT01711632,"BRAF Inhibitor, Vemurafenib, in Patients With Relapsed or Refractory Hairy Cell Leukemia"
NCT01711658,TRYHARD: Radiation Therapy Plus Cisplatin With or Without Lapatinib in Treating Patients With Head and Neck Cancer
NCT01712217,A Study of AT13387 in Patients With Non-Small Cell Lung Cancer (NSCLC) Alone and in Combination With Crizotinib
NCT01712659,Ruxolitinib for Adult T-Cell Leukemia
NCT01713946,A Placebo-controlled Study of Efficacy & Safety of 2 Trough-ranges of Everolimus as Adjunctive Therapy in Patients With Tuberous Sclerosis Complex (TSC) & Refractory Partial-onset Seizures (EXIST-3)
NCT01713972, Dabrafenib and Pazopanib Hydrochloride in Treating Patients With Advanced Malignant Tumors
NCT01714115,Use of Eylea for the Treatment of an Optic Nerve Hemangioma
NCT01714739,A Phase I Study of an Anti-KIR Antibody in Combination With an Anti-PD1 Antibody in Patients With Advanced Solid Tumors
NCT01715285,"A Study of Abiraterone Acetate Plus Low-Dose Prednisone Plus Androgen Deprivation Therapy (ADT) Versus ADT Alone in Newly Diagnosed Participants With High-Risk, Metastatic Hormone-Naive Prostate Cancer (mHNPC)"
NCT01716416,Pazopanib Plus Cetuximab for Incurable Head and Neck Squamous Cell Carcinoma (HNSCC)
NCT01716806,A Study of Brentuximab Vedotin in Adults Age 60 and Above With Newly Diagnosed Hodgkin Lymphoma (HL)
NCT01717053,"Abiraterone, Radiotherapy and Short-Term Androgen Deprivation in Unfavorable Localized Prostate Cancer"
NCT01717482,Metformin as a Chemoprevention Agent in Non-small Cell Lung Cancer
NCT01719250,Buparlisib in Treating Patients With Relapsed or Refractory Non-Hodgkin Lymphoma
NCT01719302,"Docetaxel, Gemcitabine and Pazopanib as Treatment for Soft Tissue Sarcoma"
NCT01719380,"Study of LGX818 and Cetuximab or LGX818, BYL719, and Cetuximab in BRAF Mutant Metastatic Colorectal Cancer"
NCT01719744, Study of ENMD-2076 in Patients With Advanced/Metastatic Soft Tissue Sarcoma
NCT01720225,Decitabine Versus Azacitidine in Myelodysplastic Syndrome Patients With Low and Intermediate-1 Risk
NCT01721577,Phase I/II Trial of Safety and Anti-tumor Efficacy of AXL1717(Picropodophyllin) in the Treatment of Recurrent Malignant Astrocytomas
NCT01721603, A Phase 2 Prospective Trial of Dabrafenib With Stereotactic Radiosurgery in BRAFV600E Melanoma Brain Metastases
NCT01722162,Levocetirizine + Capecitabine + Bevacizumab for Patients With Refractory Colorectal Cancer
NCT01722292,A Study of LY2940680 in Small Cell Lung Cancer
NCT01723020,A Phase 1 Study Evaluating AMG 232 in Advanced Solid Tumors or Multiple Myeloma
NCT01723202,Dabrafenib With or Without Trametinib in Treating Patients With Recurrent Thyroid Cancer
NCT01723774,PD 0332991 and Anastrozole for Stage 2 or 3 Estrogen Receptor Positive and HER2 Negative Breast Cancer
NCT01723800," PI3K Inhibitor BKM120, Carboplatin, and Pemetrexed Disodium in Treating Patients With Stage IV Non-Small Cell Lung Cancer"
NCT01724606,Whole Brain Radiotherapy (WBRT) With Sorafenib for Breast Cancer Brain Metastases (BCBM)
NCT01725100,"A Study to Determine the Relative Bioavailability of the MEK Inhibitor, Trametinib, in Subjects With Solid Tumor Malignancies"
NCT01725165,Oligometastatic Disease
NCT01726738,LCCC 1128: Open Label Phase II Trial of the BRAF Inhibitor (Dabrafenib) and the MEK Inhibitor (Trametinib) in Unresectable Stage III and Stage IV BRAF Mutant Melanoma; Correlation of Resistance With the Kinome and Functional Mutations
NCT01727089, Bevacizumab With or Without Monoclonal Antibody Therapy in Treating Patients With Metastatic Kidney Cancer
NCT01727154,Immune Monitoring Protocol in Men With Prostate Cancer Enrolled in a Clinical Trial of Sipuleucel-T
NCT01727336, Study of Dalantercept in Patients With Advanced Renal Cell Carcinoma
NCT01727869, Study of REGN1400 Alone and in Combination With Erlotinib or Cetuximab in Patients With Certain Types of Cancer
NCT01728259,"First-line Pomalidomide, Bortezomib, and Dexamethasone For AL Amyloidosis or LCDD"
NCT01728311,Open Label Study of BAY1082439 in Patients With Advanced Cancer
NCT01729091,Study of Umbilical Cord Blood-derived Natural Killer Cells in Conjunction With High Dose Chemotherapy and Autologous Stem Cell Transplant for Patients With Multiple Myeloma
NCT01729338,Velcade + Cyclophosphamide in Newly Diagnosed Multiple Myeloma
NCT01729845,"Decitabine Followed By Mitoxantrone Hydrochloride, Etoposide, and Cytarabine in Treating Patients With Relapsed or Refractory Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndromes"
