,id,therapyName,Drug_id
35,1066,Trametinib + Dabrafenib,6819
36,1303,Trametinib + Dabrafenib + Navitoclax,6819
0,5295,Bleomycin + Dacarbazine + Doxorubicin + Vinblastine + Nivolumab,841
1,5056,Brentuximab vedotin + Dacarbazine,841
2,6328,Brentuximab vedotin + Dacarbazine + Doxorubicin + Nivolumab + Vinblastine,841
3,1154,Dacarbazine,841
4,6157,Dacarbazine + Doxorubicin + Pembrolizumab +Vinblastine,841
5,5296,Dacarbazine + Doxorubicin + Vinblastine + Nivolumab,841
6,1723,Ramucirumab + Dacarbazine,841
7,1432,Selumetinib + Dacarbazine,841
0,5038,Cytarabine + Dacinostat,8596
1,5034,Dacinostat,8596
0,4009,BMS-754807 + Dacomitinib,6893
1,3377,Crizotinib + Dacomitinib,6893
2,714,Dacomitinib,6893
3,1287,PF-05212384 + Dacomitinib,6893
0,1244,dalantercept  ,7228
1,1245,Dalantercept + Axitinib,7228
2,3834,Dalantercept + Cisplatin,7228
3,3837,Dalantercept + Doxorubicin,7228
4,2364,Dalantercept + Sorafenib,7228
0,715,Dalotuzumab,6894
0,716,Danusertib,6895
1,6069,Danusertib + Fulvestrant,6895
2,4999,Danusertib + SCH772984,6895
0,2552,DAPT,7581
0,5236,Atezolizumab + Daratumumab,7302
1,4951,Bortezomib + Cyclophosphamide + Daratumumab + Dexamethasone,7302
2,5100,Bortezomib + Daratumumab + Dexamethasone,7302
3,1630,Daratumumab,7302
4,6282,Daratumumab + Dexamethasone + Ixazomib,7302
5,4853,Daratumumab + Dexamethasone + Lenalidomide,7302
6,4531,Daratumumab + Dexamethasone + MEDI4736 + Pomalidomide,7302
7,4530,Daratumumab + MEDI4736,7302
8,5520,Daratumumab + Nivolumab ,7302
9,6115,Daratumumab + Pembrolizumab,7302
10,5957,Daratumumab + TEN-010,7302
0,1818,Abiraterone + Dasatinib	,1241
1,5561,Asciminib + Dasatinib,1241
2,4289,BIRB-796 + Dasatinib,1241
3,1820,Cetuximab + Dasatinib,1241
4,6074,Cetuximab + Dasatinib + FOLFOX,1241
5,1252,Crizotinib + Dasatinib,1241
6,2697,Cyclophosphamide + Dasatinib + Temsirolimus,1241
7,3731,Cytarabine + Dasatinib + Fludarabine  + Idarubicin,1241
8,1850,Cytarabine + Idarubicin + Dasatinib,1241
9,717,Dasatinib,1241
10,1351,Dasatinib + Afatinib,1241
11,3174,Dasatinib + Cytarabine,1241
12,1760,Dasatinib + Decitabine ,1241
13,5671,Dasatinib + Demcizumab,1241
14,3218,Dasatinib + Dexamethasone + Ruxolitinib,1241
15,3759,Dasatinib + Erlotinib,1241
16,6075,Dasatinib + FOLFOX,1241
17,3372,Dasatinib + Fulvestrant,1241
18,5287,Dasatinib + Ganitumab,1241
19,6226,Dasatinib + Gefitinib,1241
20,5290,Dasatinib + GSK343,1241
21,4438,Dasatinib + Ibrutinib + Prednisone,1241
22,1803,Dasatinib + Ipilimumab,1241
23,3824,Dasatinib + JQ1,1241
24,5576,Dasatinib + Lapatinib,1241
25,1825,Dasatinib + lenalidomide,1241
26,1813,Dasatinib + Nivolumab,1241
27,4946,Dasatinib + Osimertinib,1241
28,1819,Dasatinib + Paclitaxel + Carboplatin,1241
29,2465,Dasatinib + Pri-724,1241
30,5949,Dasatinib + PRT062607,1241
31,1821,Dasatinib + Rituximab + Fludarabine,1241
32,3757,Dasatinib + Saracatinib,1241
33,4601,Dasatinib + SCH772984,1241
34,4600,Dasatinib + Selumetinib,1241
35,4599,Dasatinib + Trametinib,1241
36,5575,Dasatinib + Trastuzumab,1241
37,4868,Dasatinib + Venetoclax,1241
38,1816,Gemcitabine + Dasatinib + Erlotinib,1241
39,1529,Vandetanib + Dasatinib,1241
40,1789,Zileuton + Dasatinib,1241
0,6300,Alvocidib + Cytarabine + Daunorubicin,684
1,3645,AT-406 + Daunorubicin + Cytarabine,684
2,2637,Crenolanib + Cytarabine + Daunorubicin,684
3,2391,Cytarabine + Daunorubicin + Etoposide,684
4,3431,Cytarabine + Daunorubicin + Etoposide + Mitoxantrone,684
5,3543,Cytarabine + Daunorubicin + Idarubicin,684
6,3137,Cytarabine + Daunorubicin + Midostaurin,684
7,3219,Cytarabine + Daunorubicin + Pacritinib,684
8,3185,Cytarabine + Daunorubicin + Panobinostat,684
9,6092,Cytarabine + Daunorubicin + PF-06747143,684
10,5536,Cytarabine + Daunorubicin + Samalizumab,684
11,1006,Daunorubicin,684
12,1738,Daunorubicin + Cytarabine,684
13,1739,Daunorubicin + Cytarabine + Decitabine,684
14,4669,Daunorubicin + Venetoclax,684
15,2923,Sunitinib + Cytarabine + Daunorubicin,684
16,1781,Vincristine + Pegaspargase + Daunorubicin,684
0,1007,Daunoxome,7125
0,4080,Dbait,8340
1,4081,Dbait + Fluorouracil,8340
2,4082,Dbait + Fluorouracil + Oxaliplatin,8340
0,3907,dBET1,8296
0,5369,DC/AML Vaccine,8673
1,5370,DC/AML Vaccine + MEDI4736,8673
0,2017,DCBCI0901,7383
0,4316,DCC-2618,8407
0,5760,DCC-3014,8781
0,3122,DCR-MYC,7950
0,5205,DCVax-L,8633
1,5206,DCVax-L + Nivolumab,8633
0,4822,Debio 0617B,8555
1,4823,Debio 0617B + Erlotinib,8555
0,3588,Debio 0932,8152
0,1014,FF-284,7130
0,4204,Atezolizumab + DEC-205-NY-ESO-1 fusion protein vaccine,7238
1,5982,Atezolizumab + SGI-110 + DEC-205-NY-ESO-1 fusion protein vaccine,7238
2,1795,DEC-205-NY-ESO-1 + Decitabine ,7238
3,1324,DEC-205-NY-ESO-1 fusion protein vaccine,7238
0,6185,AMG 232 + Decitabine,1249
1,1751,AR-42 + Decitabine,1249
2,6093,Azacitidine + Decitabine + PF-06747143,1249
3,5540,BI 836858 + Decitabine,1249
4,1793,Bortezomib + Sorafenib + Decitabine   ,1249
5,1760,Dasatinib + Decitabine ,1249
6,1739,Daunorubicin + Cytarabine + Decitabine,1249
7,1795,DEC-205-NY-ESO-1 + Decitabine ,1249
8,650,Decitabine,1249
9,1609,Decitabine + Arsenic trioxide ,1249
10,1798,Decitabine + Azacitidine,1249
11,1608,Decitabine + Carboplatin,1249
12,1736,Decitabine + Cytarabine,1249
13,1531,Decitabine + Gefitinib,1249
14,5738,Decitabine + Ipilimumab,1249
15,1769,Decitabine + Midostaurin,1249
16,5214,Decitabine + MLN4924,1249
17,5910,Decitabine + Nivolumab + Tetrahydrouridine,1249
18,5794,Decitabine + OPB-111077,1249
19,1797,Decitabine + Ribavirin,1249
20,1747,Decitabine + Sapacitabine,1249
21,1768,Decitabine + Selinexor,1249
22,1796,Decitabine + Sirolimus,1249
23,5909,Decitabine + Talacotuzumab,1249
24,5531,Decitabine + Talazoparib,1249
25,1737,Decitabine + Temozolomide + Panobinostat,1249
26,3567,Decitabine + Tetrahydrouridine,1249
27,4592,Decitabine + Tetrahydrouridine + Celecoxib,1249
28,5433,Decitabine + TMU-35435,1249
29,1766,Decitabine + Vosaroxin,1249
30,1763,Eltrombopag + Decitabine,1249
31,1636,GDC-0199 + Decitabine,1249
32,1734,Genistein + Decitabine,1249
33,1794,Omacetaxine + Cytarabine + Decitabine,1249
34,1762,Omacetaxine + Decitabine,1249
35,3177,Pacritinib + Decitabine,1249
36,5637,Palbociclib + Decitabine,1249
37,5127,Pembrolizumab + Decitabine,1249
38,1770,Plerixafor + Decitabine,1249
39,1735,Ruxolitinib + Decitabine,1249
40,1259,Vemurafenib + Decitabine,1249
41,1745,Volasertib + Decitabine,1249
0,1867,Deguelin,7353
1,3022,Deguelin + Cisplatin,7353
0,2788,Dehydrocrenatidine,7739
0,3769,DEL-22379,8230
0,6107,Delanzomib,8917
1,6109,Delanzomib + EDO-S101,8917
0,4386,Carboplatin + Demcizumab + Pemetrexed,7379
1,5671,Dasatinib + Demcizumab,7379
2,2007,Demcizumab,7379
3,4384,Demcizumab + Gemcitabine,7379
4,2639,Demcizumab + Gemcitabine + nab-paclitaxel,7379
5,4385,Demcizumab + Paclitaxel,7379
6,3994,Demcizumab + Pembrolizumab,7379
0,5282,Denileukin diftitox,8656
1,5283,Denileukin diftitox + Sirolimus,8656
2,5284,Denileukin diftitox + Temsirolimus,8656
0,4182,Abiraterone + Denosumab + Enzalutamide + Prednisone,7220
1,1198,Denosumab,7220
2,4183,Denosumab + Enzalutamide,7220
3,4784,Denosumab + pamidronate + Zoledronic acid,7220
4,1199,Everolimus + Denosumab,7220
0,4230,DETD-35,8383
1,4232,DETD-35 + Vemurafenib,8383
0,1480,Dexamethasone intravitreal implant,7271
0,5494,DHM25,8707
0,5345,DIM-C-pPhCO2Me,8669
0,3437,Bortezomib + Dexamethasone + Dinaciclib,6896
1,719,Dinaciclib,6896
2,5019,Dinaciclib + Doxorubicin,6896
3,2193,Dinaciclib + MK2206,6896
4,4912,Dinaciclib + Paclitaxel,6896
5,4225,Dinaciclib + Pembrolizumab,6896
6,1277,Veliparib + Dinaciclib,6896
7,1278,Veliparib + Dinaciclib + carboplatin,6896
0,2286,Dinutuximab  ,7480
0,1787,Dizocilpine,7342
0,6244,DKN-01,8953
1,6254,DKN-01 + Paclitaxel,8953
0,1855,DMUC5754A,7349
0,4407,DNX-2401,8443
1,4444,DNX-2401 + interferon gamma ,8443
2,4408,DNX-2401 + Pembrolizumab,8443
0,1967,Dobutamine,831
0,2579,A-1331852 + Docetaxel,1235
1,4767,Abiraterone + ARN-509 + Docetaxel + Prednisone,1235
2,5246,Aflibercept + Docetaxel,1235
3,3087,Aldoxorubicin + Docetaxel + Estramustine + Ketoconazole,1235
4,1678,Alisertib + Docetaxel,1235
5,5521,ARN-509 + Docetaxel,1235
6,1421,Avastin + Doxorubicin + Docetaxel,1235
7,6166,AZD5363 + Docetaxel + Prednisone,1235
8,6046,AZD8186 + Docetaxel,1235
9,4698,Bavituximab + Docetaxel,1235
10,4264,Bevacizumab + Docetaxel,1235
11,2988,Bevacizumab + Docetaxel + Fluorouracil + Epirubicin + Cyclophosphamide,1235
12,1466,Bevacizumab + Gemcitabine + Docetaxel + Valproic Acid ,1235
13,2885,BEZ235 + Docetaxel,1235
14,5973,BGB-324 + Docetaxel,1235
15,5450,Bicalutamide + Docetaxel + Flutamide + Goserelin + Leuprolide + Nilutamide,1235
16,3945,Bicalutamide + Docetaxel + Leuprolide,1235
17,2740,Binimetinib + Docetaxel,1235
18,1330,BKM120 + Docetaxel,1235
19,2069,cabozantinib + Docetaxel,1235
20,4309,Capecitabine + Docetaxel,1235
21,4203,Capecitabine + Docetaxel + Gemcitabine,1235
22,5059,Carboplatin + Docetaxel + Gemcitabine + Itraconazole,1235
23,3111,Carboplatin + Docetaxel + Sirolimus ,1235
24,6212,Cetuximab + Cisplatin + Docetaxel + Fluorouracil,1235
25,1922,Cetuximab + Docetaxel + Methotrexate ,1235
26,1987,Cisplatin + Docetaxel + Cetuximab,1235
27,1930,Cisplatin + Docetaxel + Fluorouracil,1235
28,2372,Cisplatin + Docetaxel + Nintedanib,1235
29,5241,Cisplatin + Vinorelbine + Gemcitabine + Docetaxel + Pemetrexed + Carboplatin,1235
30,3648,Custirsen + Docetaxel,1235
31,3646,Custirsen + Docetaxel + Prednisone,1235
32,1895,Cyclophosphamide + Fluorouracil + Docetaxel + Epirubicin  ,1235
33,5343,Dexamethasone + Docetaxel + Pembrolizumab + Prednisone,1235
34,720,Docetaxel,1235
35,1834,Docetaxel + Carboplatin,1235
36,1925,Docetaxel + Cetuximab,1235
37,1835,Docetaxel + Cisplatin,1235
38,1881,Docetaxel + Cyclophosphamide,1235
39,1882,Docetaxel + Cyclophosphamide + Trastuzumab,1235
40,1902,Docetaxel + Doxorubicin + Cyclophosphamide,1235
41,6040,Docetaxel + Doxorubicin + Pembrolizumab,1235
42,4681,Docetaxel + Enzalutamide + Prednisone,1235
43,3113,Docetaxel + Filgrastim + Prednisone + Ribociclib,1235
44,2321,Docetaxel + GDC-0032 ,1235
45,2100,Docetaxel + Gemcitabine + Melphalan,1235
46,3701,Docetaxel + Icrucumab,1235
47,4174,Docetaxel + INCB054828,1235
48,3578,Docetaxel + Indoximod,1235
49,4311,Docetaxel + Irinotecan,1235
50,2282,Docetaxel + Irinotecan + Paclitaxel,1235
51,2646,Docetaxel + Irinotecan + Pemetrexed ,1235
52,4629,Docetaxel + JQ1,1235
53,6123,Docetaxel + L-NMMA,1235
54,3129,Docetaxel + Lapatinib + Trastuzumab,1235
55,3683,Docetaxel + LB-100,1235
56,3665,Docetaxel + Lonafarnib,1235
57,6033,Docetaxel + MLN4924,1235
58,5288,Docetaxel + Nivolumab,1235
59,4921,Docetaxel + ODM-201,1235
60,5977,Docetaxel + ONC201,1235
61,3045,Docetaxel + Paclitaxel,1235
62,2042,Docetaxel + Pazopanib + Pegfilgrastim,1235
63,5496,Docetaxel + Pembrolizumab,1235
64,4328,Docetaxel + Pemetrexed,1235
65,3679,Docetaxel + Plinabulin,1235
66,2462,Docetaxel + Prednisone,1235
67,5534,Docetaxel + Selinexor,1235
68,4270,Docetaxel + Sipuleucel-T,1235
69,2390,Docetaxel + Sorafenib,1235
70,3930,Docetaxel + T-DM1,1235
71,3931,Docetaxel + T-DM1 + Pertuzumab,1235
72,1264,Docetaxel + Trametinib,1235
73,2935,Docetaxel + Vandetanib,1235
74,4413,Docetaxel + Vantictumab,1235
75,4310,Epirubicin + Docetaxel,1235
76,2474,Erlotinib + Docetaxel,1235
77,2884,Everolimus + Docetaxel,1235
78,1913,FOLTAX,1235
79,3331,FRAX-1063 + Docetaxel,1235
80,1439,Gemcitabine + Docetaxel,1235
81,1470,Gemcitabine + Docetaxel + Pazopanib,1235
82,1500,Lapatinib + Docetaxel,1235
83,3484,MEDI5117 + Docetaxel,1235
84,6101,Metformin + Pertuzumab + Trastuzumab + Carboplatin + Docetaxel,1235
85,1127,MGCD265 + Docetaxel,1235
86,4010,MK-5108 + Docetaxel,1235
87,3225,Nintedanib + Docetaxel,1235
88,3462,NTRC 0066-0 + Docetaxel,1235
89,1827,Paclitaxel + Carboplatin + Docetaxel,1235
90,1879,Pertuzumab + Trastuzumab + Carboplatin + Docetaxel,1235
91,1978,Pertuzumab + Trastuzumab + Docetaxel,1235
92,3598,PF-00562271 + Docetaxel,1235
93,1115,PF-03084014 + Docetaxel,1235
94,1285,PF-05212384 + Docetaxel,1235
95,1423,Ramucirumab + Docetaxel,1235
96,5722,REGN2810 + Carboplatin + Docetaxel,1235
97,5719,REGN2810 + Docetaxel,1235
98,1111,Reolysin + Docetaxel,1235
99,1117,Selumetinib + Docetaxel,1235
100,2431,Sorafenib + Cisplatin + Docetaxel,1235
101,1669,TAS-119 + Docetaxel,1235
102,1485,Trastuzumab + Docetaxel + Carboplatin,1235
103,1442,X-82 + Docetaxel,1235
0,1863,Dorsomorphin,7351
0,1313,DOTAP:chol-Fus1,7236
0,721,Dovitinib,6897
1,1232,Dovitinib + Fluvoxamine,6897
2,1372,Dovitinib + Gemcitabine + Abraxane,6897
3,3421,Dovitinib + Trabectedin,6897
4,2189,Fulvestrant + Dovitinib,6897
0,3918,ABT-737 + Doxorubicin,986
1,4187,ACY-957 + Doxorubicin,986
2,5989,Alectinib + Doxorubicin,986
3,4646,Alvocidib + Doxorubicin,986
4,4636,AMG 232 + Doxorubicin,986
5,1952,APR-246 + Carboplatin + Doxorubicin,986
6,1421,Avastin + Doxorubicin + Docetaxel,986
7,5990,AZD3463 + Doxorubicin,986
8,1486,Bevacizumab + Doxorubicin + Cyclophosphamide + Paclitaxel ,986
9,5569,Bevacizumab + Doxorubicin + Everolimus,986
10,5570,Bevacizumab + Doxorubicin + Temsirolimus,986
11,5295,Bleomycin + Dacarbazine + Doxorubicin + Vinblastine + Nivolumab,986
12,6328,Brentuximab vedotin + Dacarbazine + Doxorubicin + Nivolumab + Vinblastine,986
13,3529,Cambinol + Doxorubicin,986
14,1953,Carboplatin + Doxorubicin,986
15,1927,Cisplatin + Doxorubicin + Cyclophosphamide,986
16,1851,Cisplatin + Doxorubicin + Cyclophosphamide + Etoposide,986
17,4714,CPI-0610 + Doxorubicin,986
18,2046,Cyclophosphamide + Dexamethasone + Doxorubicin + Vincristine ,986
19,2482,Cyclophosphamide + Doxorubicin + Etoposide + Vincristine ,986
20,6236,Cyclophosphamide + Doxorubicin + Paclitaxel + MCS110,986
21,4679,Cyclophosphamide + Doxorubicin + Paclitaxel + Ruxolitinib,986
22,4248,Cyclophosphamide + Doxorubicin + Prednisone,986
23,3266,Cyclophosphamide + Doxorubicin + Prednisone + Vincristine ,986
24,2353,Cyclophosphamide + Doxorubicin + Vincristine ,986
25,6157,Dacarbazine + Doxorubicin + Pembrolizumab +Vinblastine,986
26,5296,Dacarbazine + Doxorubicin + Vinblastine + Nivolumab,986
27,3837,Dalantercept + Doxorubicin,986
28,4685,Dexamethasone + Doxorubicin,986
29,2952,Dexamethasone + Doxorubicin + Vincristine,986
30,5019,Dinaciclib + Doxorubicin,986
31,1902,Docetaxel + Doxorubicin + Cyclophosphamide,986
32,6040,Docetaxel + Doxorubicin + Pembrolizumab,986
33,1009,Doxorubicin,986
34,1473,Doxorubicin + Bevacizumab,986
35,1977,Doxorubicin + Cyclophosphamide,986
36,5729,Doxorubicin + Cyclophosphamide + Paclitaxel + Carboplatin,986
37,2292,Doxorubicin + Etoposide + Fludarabine + Vincristine ,986
38,3212,Doxorubicin + Etoposide + Vincristine ,986
39,1706,Doxorubicin + Flourouracil + Cyclophosphamide,986
40,4816,Doxorubicin + FX1,986
41,3815,Doxorubicin + GSK2830371,986
42,1472,Doxorubicin + Ifosfamide,986
43,6292,Doxorubicin + Ifosfamide + Mesna + Olaratumab,986
44,6311,Doxorubicin + Lurbinectedin,986
45,6194,Doxorubicin + NU6027,986
46,5047,Doxorubicin + NU7441,986
47,4140,Doxorubicin + Olaratumab,986
48,1904,Doxorubicin + Paclitaxel,986
49,4690,Doxorubicin + Pembrolizumab,986
50,6142,Doxorubicin + Prexasertib,986
51,4112,Doxorubicin + RG7386,986
52,5179,Doxorubicin + Ribociclib,986
53,5571,Doxorubicin + Safingol,986
54,5678,Doxorubicin + Seliciclib,986
55,3663,Doxorubicin + Sirolimus,986
56,4577,Doxorubicin + SLCB050,986
57,2363,Doxorubicin + Sorafenib,986
58,5688,Doxorubicin + Tozasertib,986
59,4150,Doxorubicin + Trabectedin,986
60,3527,Doxorubicin + Vorinostat,986
61,2211,EPOCH,986
62,2307,Fludarabine + EPOCH,986
63,3715,GANT61 + Doxorubicin,986
64,3299,I-CBP112 + Doxorubicin,986
65,1173,Iniparib + doxorubicin + carboplatin,986
66,5350,MEDI4736 + R2-CHOP,986
67,5349,MEDI4736 + Rituximab + Doxorubicin + Vincristine + Cyclophosphamide + Prednisone,986
68,3487,MEDI5117 + Doxorubucin,986
69,4284,MK-1775 + Doxorubicin,986
70,6257,Obinutuzumab + CHOP,986
71,1495,Paclitaxel + Doxorubicin + Cyclophosphamide,986
72,1505,Paclitaxel + Neratinib + Doxorubicin + Cyclophosphamide,986
73,1503,Paclitaxel + Trastuzumab + Doxorubicin + Cyclophosphamide,986
74,1504,Paclitaxel + Trastuzumab + Neratinib + Doxorubicin + Cyclophosphamide,986
75,1471,Pazopanib + Doxorubicin + Ifosfamide,986
76,5122,PLX4720 + Doxorubicin,986
77,2195,R-CHOP,986
78,6177,R-CHP,986
79,3395,R-EPOCH,986
80,2306,Rituximab + Fludarabine + EPOCH,986
81,5286,Selinexor + Doxorubicin,986
82,3501,SPI-001 + Doxorubicin,986
83,5294,Venetoclax + DA-EPOCH-R,986
84,1830,Vincristine + Dexamethasone + Pegaspargase + Doxorubicin,986
85,1433,Vincristine + Doxorubicin + Cyclophosphamide + Ifosfamide + Etoposide,986
86,1434,Vincristine + Doxorubicin + Cyclophosphamide + Ifosfamide + Etoposide + others,986
87,2670,Vincristine + Doxorubicin + Dactinomycin + Ifosfamide + Etoposide,986
0,4926,Cisplatin + DPP-23,8582
1,4925,DPP-23,8582
0,4280,Cyclophosphamide + DPX-Survivac,8385
1,4238,Cyclophosphamide + DPX-Survivac + INCB024360 ,8385
2,4237,DPX-Survivac,8385
3,5266,Pembrolizumab + DPX-Survivac + Cyclophosphamide,8385
0,5452,Droxinostat,8694
0,6230,DS-1205b,8946
1,6232,DS-1205b + Erlotinib,8946
2,6231,DS-1205b + Osimertinib,8946
0,1181,DS-2248,7215
0,2079,DS-3032b,7417
0,1010,DS-3078a,7127
0,5691,DS-3201b,8746
0,722,DS-7423,6898
0,4844,DS-8201a,8559
0,4343,DS6051b,8428
0,4809,DSHN,8547
0,5986,Bevicizumab + DSP-7888,8411
1,4320,DSP-7888,8411
0,5969,DT-061,8875
0,4079,DT01,8339
1,4083,DT01 + Fluorouracil + Oxaliplatin,8339
0,6016,Carfilzomib + DT204,8893
1,6014,DT204,8893
2,6015,DT204 + Bortezomib,8893
3,6017,DT204 + Ixazomib,8893
0,3101,Aldoxorubicin + MEDI4736 + Motolimod,7245
1,5881,Azacitidine + Durvalumab + Romidepsin,7245
2,4178,Azacitidine + MEDI4736,7245
3,4349,AZD4635 + MEDI4736,7245
4,3099,AZD5069 + MEDI4736,7245
5,4738,AZD6738 + MEDI4736,7245
6,3098,AZD9150 + MEDI4736,7245
7,2223,AZD9291 + MEDI4736,7245
8,4279,Bendamustine + MEDI4736 + Rituximab,7245
9,2117,Bevacizumab + MEDI4736,7245
10,4086,Bevacizumab + MEDI4736 + Tremelimumab,7245
11,4097,Bevacizumab + MEDI4736 + Tremelimumab + FOLFOX,7245
12,5818,BI 1361849 + Durvalumab + Tremelimumab,7245
13,5873,Carboplatin + Cisplatin + Durvalumab + Paclitaxel,7245
14,3997,Carboplatin + Durvalumab + Paclitaxel,7245
15,2895,Cediranib + Durvalumab,7245
16,6227,Cediranib + Durvalumab + Olaparib,7245
17,5630,Cisplatin + Durvalumab + Pemetrexed,7245
18,4365,Cyclophosphamide + JCAR014 + MEDI4736,7245
19,1357,Dabrafenib + Durvalumab + Trametinib,7245
20,4531,Daratumumab + Dexamethasone + MEDI4736 + Pomalidomide,7245
21,4530,Daratumumab + MEDI4736,7245
22,5370,DC/AML Vaccine + MEDI4736,7245
23,1356,Durvalumab,7245
24,5791,Durvalumab + MEDI0457,7245
25,2894,Durvalumab + Olaparib,7245
26,6291,Durvalumab + Oportuzumab monatox,7245
27,5880,Durvalumab + Pralatrexate + Romidepsin,7245
28,5882,Durvalumab + Romidepsin,7245
29,6146,Durvalumab + SGI-110,7245
30,1358,Durvalumab + Trametinib,7245
31,2439,Durvalumab + Tremelimumab,7245
32,4388,FANG vaccine + MEDI4736,7245
33,4211,Galunisertib + MEDI4736,7245
34,3163,Gemcitabine + MEDI4736 + nab-paclitaxel,7245
35,2573,Ibrutinib + MEDI4736,7245
36,3015,INCB024360 + MEDI4736,7245
37,3934,lenalidomide + MEDI4736,7245
38,4278,lenalidomide + MEDI4736 + Rituximab,7245
39,4210,LY2510924 + MEDI4736,7245
40,4215,LY3022855 + MEDI4736,7245
41,3839,MEDI0562 + MEDI4736,7245
42,3121,MEDI0680 + MEDI4736,7245
43,5199,MEDI4736 + Azacitidine + Tremelimumab,7245
44,5306,MEDI4736 + Carboplatin + Cisplatin + Etoposide,7245
45,5589,MEDI4736 + MEDI5083,7245
46,4727,MEDI4736 + MEDI9090,7245
47,3414,MEDI4736 + MK-1775,7245
48,4378,MEDI4736 + Mocetinostat,7245
49,3100,MEDI4736 + nab-paclitaxel,7245
50,4949,MEDI4736 + Olaparib + Tremelimumab,7245
51,3385,MEDI4736 + poly ICLC ,7245
52,4466,MEDI4736 + PVX-410 + poly ICLC ,7245
53,5350,MEDI4736 + R2-CHOP,7245
54,3257,MEDI4736 + Ramucirumab,7245
55,5349,MEDI4736 + Rituximab + Doxorubicin + Vincristine + Cyclophosphamide + Prednisone,7245
56,3162,MEDI4736 + Selumetinib,7245
57,4180,MEDI4736 + TPIV 200,7245
58,4218,MEDI4736 + Trastuzumab,7245
59,5305,MEDI4736 + Tremelimumab + Carboplatin + Cisplatin + Etoposide,7245
60,4730,MEDI4736 + X-396,7245
61,5458,MEDI9197 + MEDI4736,7245
62,4978,ONCOS-102 + MEDI4736,7245
63,5082,PVX-410 + MEDI4736,7245
64,5081,PVX-410 + MEDI4736 + lenalidomide,7245
65,5488,SGI-110 + MEDI4736 + Tremelimumab,7245
0,4240,Bortezomib + Duvelisib,7141
1,1024,Duvelisib,7141
2,2341,Duvelisib + Obinutuzumab,7141
3,3389,Duvelisib + Rituximab,7141
4,4239,Duvelisib + romidepsin ,7141
5,6005,Duvelisib + Unspecified PD-L1 antibody,7141
6,3624,GDC-0199 + Duvelisib,7141
0,3371,Dz13,8057
0,4147,ACY-957 + DZNeP,7664
1,2702,DZNeP,7664
2,4747,DZNep + MK2206,7664
3,3924,DZNeP + radiotherapy,7664
4,4746,DZNep + Selumetinib,7664
0,5159,E-4031,8623
0,1011,E6201,7128
1,3911,E6201 + LY294002,7128
2,4145,E7449 + E6201,7128
0,2539,E7016,7569
1,5655,E7016 + Temozolomide,7569
0,5805,Capecitabine + E7046,8749
1,5694,E7046,8749
2,5798,E7046 + mFOLFOX-6,8749
3,5699,E7046 + Radiotherapy,8749
0,4911,E7090,8577
0,4927,E7107,8583
0,4143,Carboplatin + E7449,6900
1,724,E7449,6900
2,4145,E7449 + E6201,6900
3,4142,E7449 + Temozolomide,6900
0,3766,E75,8228
0,4521,Cetuximab + EAI045,8474
1,4520,EAI045,8474
0,5057,EB-VST cells,8602
1,5058,EB-VST cells + Nivolumab,8602
0,4090,EC-70124,8343
0,3244,EC0225,7988
0,3242,EC0905,7986
0,1603,EC1456,7295
0,3243,EC17,7987
0,1741,Edelfosine,7324
1,1742,gemcitabine + clofarabine + edelfosine,7324
0,6105,Bortezomib + EDO-S101,8916
1,6106,Carfilzomib + EDO-S101,8916
2,6109,Delanzomib + EDO-S101,8916
3,6104,EDO-S101,8916
4,6108,EDO-S101 + Marizomib,8916
0,5886,EED226,8845
1,5887,EED226 + EI1,8845
0,2629,Eflornithine,7618
1,4650,Eflornithine + SAM486,7618
0,6238,Avelumab + eFT508,8321
1,4005,eFT508,8321
0,4820,Cetuximab + EGCG,8552
1,4817,EGCG,8552
0,1309,EGF816,7234
1,6287,EGF816 + Gefitinib,7234
2,2445,EGF816 + INC280,7234
3,2443,EGF816 + Nivolumab,7234
4,5399,PDR001 + EGF816,7234
0,2130,EGFR Antisense DNA,7430
0,5331,EGFR(V)-EDV-Dox,8665
0,1012,EGFRBi-armed autologous activated T cells,7129
0,4100,EHop-016,8349
1,5013,EHop-016 + IPA-3,8349
2,5012,EHop-016 + MLN0128,8349
0,5223,EHT 1864,8640
0,3332,EHT5372,8039
0,5887,EED226 + EI1,7847
1,2927,EI1,7847
0,2911,EKI-285,7834
0,5890,Elacestrant,8847
0,1676,Ellipticine,7313
1,1677,Valproic Acid + Ellipticine,7313
0,4031,Bortezomib + Dexamethasone + Elotuzumab + Panobinostat,8048
1,4533,Bortezomib + Elotuzumab + Dexamethasone + lenalidomide,8048
2,5033,Carfilzomib + Elotuzumab + Dexamethasone + lenalidomide,8048
3,5555,Carfilzomib + Elotuzumab + Dexamethasone + Pomalidomide,8048
4,6118,Dexamethasone + Elotuzumab + Nivolumab + Pomalidomide,8048
5,3343,Elotuzumab,8048
6,3353,Elotuzumab + Dexamethasone + Lenalidomide,8048
7,3355,Elotuzumab + Dexamethasone + Pomalidomide,8048
8,3430,Elotuzumab + lenalidomide,8048
9,6117,Elotuzumab + Nivolumab,8048
0,2790,ELR510444,7741
0,1764,Eltrombopag,4713
1,1763,Eltrombopag + Decitabine,4713
0,4836,Bevacizumab + Emactuzumab + Paclitaxel,7780
1,2843,Emactuzumab,7780
2,4249,Emactuzumab + Paclitaxel,7780
