id,therapyName
2932,BAY1179470
2931,BAY1187982
3446,BAY1217389
3447,BAY1217389 + Paclitaxel
5698,BAY1436032
5962,BAY1895344
3315,BAY80-6946 + Cisplatin + Gemcitabine
6295,BAY80-6946 + Ibrutinib
2737,Bazedoxifene
4931,Bazedoxifene + Gemcitabine
4930,Bazedoxifene + Paclitaxel
2738,Bazedoxifene + Palbociclib
5278,bb2121
1945,BBI503
2361,BBI503 + Sorafenib
2057,BBI608
2093,BBI608 + Bevacizumab
2091,BBI608 + Capecitabine
2090,BBI608 + Cetuximab
2630,BBI608 + Gemcitabine + nab-paclitaxel
2586,BBI608 + Paclitaxel
2092,BBI608 + Panitumumab
2094,BBI608 + Regorafenib
2362,BBI608 + Sorafenib
6190,BC2059
6191,BC2059 + Bortezomib
2410,BC21
4455,BCG solution
4457,BCG solution + Pembrolizumab
5478,BCG Tokyo-172 Strain Solution
6073,BCI-121
3275,BDA-366
4627,BDA-366 + Everolimus
2708,belagenpumatucel-L
1078,Belinostat
1123,Belinostat + Cisplatin + Etoposide
3197,Belinostat + MK-1775
4826,Belinostat + Volasertib
4361,Belinostat + Zidovudine
1231,Bendamustine
3910,Bendamustine + Bortezomib + Ofatumumab
3349,Bendamustine + Bortezomib + pegylated liposomal-doxorubicin
4291,Bendamustine + Bortezomib + Rituximab
2378,Bendamustine + Cytarabine + Etoposide
2336,Bendamustine + Everolimus
3638,Bendamustine + GDC-0199 + Obinutuzumab
3637,Bendamustine + GDC-0199 + Rituximab
2324,Bendamustine + Idelalisib + Rituximab
6260,Bendamustine + INCB050465 + Obinutuzumab
4279,Bendamustine + MEDI4736 + Rituximab
6169,Bendamustine + MK2206 + Rituximab
5225,Bendamustine + Obinutuzumab
3909,Bendamustine + Ofatumumab
4548,Bendamustine + Olaparib
6088,Bendamustine + PF-06747143
2323,Bendamustine + Rituximab
5147,Bendamustine + Rituximab + TAK-659
6077,Bendamustine + Rituximab + Veliparib
5146,Bendamustine + TAK-659
6076,Bendamustine + Veliparib
5603,BETd-246
5663,BETd-246 + BM-1197
5664,BETd-246 + Navitoclax
667,Bevacizumab
1261,Bevacizumab + Abraxane
2511,Bevacizumab + Alpha 2 Interferon
5126,Bevacizumab + Atezolizumab + Fluorouracil + Leucovorin + Oxaliplatin
2122,Bevacizumab + Bortezomib + Temozolomide
5144,Bevacizumab + Brentuximab vedotin
2097,Bevacizumab + Capecitabine
2096,Bevacizumab + Capecitabine + Carboplatin
3441,Bevacizumab + Capecitabine + Oxaliplatin + Trastuzumab
4555,Bevacizumab + Capecitabine + Paclitaxel
2073,Bevacizumab + Capecitabine + Temozolomide
2074,Bevacizumab + Carboplatin
1152,Bevacizumab + Carboplatin + Paclitaxel
1487,Bevacizumab + Carboplatin + Paclitaxel + Hydroxychloroquine
2104,Bevacizumab + Carboplatin + Paclitaxel + Pembrolizumab
2121,Bevacizumab + Carboxyamidotriazole Orotate 
2371,Bevacizumab + Carmustine
4569,Bevacizumab + Cediranib
1923,Bevacizumab + Cetuximab + Irinotecan
5273,Bevacizumab + Cisplatin + Etoposide
2512,Bevacizumab + Cisplatin + Paclitaxel
5624,Bevacizumab + CVX-060
4528,Bevacizumab + Cyclophosphamide + Pembrolizumab
2072,Bevacizumab + Cyclophosphamide + Zoledronic acid
4264,Bevacizumab + Docetaxel
2988,Bevacizumab + Docetaxel + Fluorouracil + Epirubicin + Cyclophosphamide
1486,Bevacizumab + Doxorubicin + Cyclophosphamide + Paclitaxel 
5569,Bevacizumab + Doxorubicin + Everolimus
5570,Bevacizumab + Doxorubicin + Temsirolimus
4836,Bevacizumab + Emactuzumab + Paclitaxel
1146,Bevacizumab + Erlotinib
4265,Bevacizumab + Erlotinib + Gemcitabine
2116,Bevacizumab + Erlotinib + Temozolomide
2144,Bevacizumab + Evofosfamide
6001,Bevacizumab + Fluorouracil + Irinotecan + Oxaliplatin
1599,Bevacizumab + Fluorouracil + Leucovorin
2102,Bevacizumab + Fluorouracil + Oxaliplatin
2181,Bevacizumab + FOLFIRI
2183,Bevacizumab + FOLFIRINOX
2109,Bevacizumab + Fosbretabulin
1466,Bevacizumab + Gemcitabine + Docetaxel + Valproic Acid 
2600,Bevacizumab + INC280
2112,Bevacizumab + Irinotecan
1122,Bevacizumab + Ixabepilone
2118,Bevacizumab + Lomustine
2166,Bevacizumab + Marizomib
2117,Bevacizumab + MEDI4736
4086,Bevacizumab + MEDI4736 + Tremelimumab
4097,Bevacizumab + MEDI4736 + Tremelimumab + FOLFOX
4498,Bevacizumab + Nintedanib
4254,Bevacizumab + Niraparib
2111,Bevacizumab + Nivolumab
4366,Bevacizumab + Osimertinib
1484,Bevacizumab + Oxaliplatin + Leucovorin + Fluorouracil
2123,Bevacizumab + Paclitaxel
2119,Bevacizumab + Pembrolizumab
2114,Bevacizumab + Pemetrexed
2120,Bevacizumab + Plerixafor
5528,Bevacizumab + PRX177561
2099,Bevacizumab + Reolysin
5025,Bevacizumab + SL-701
4517,Bevacizumab + Sorafenib
3917,Bevacizumab + Sorafenib + Temsirolimus
1670,Bevacizumab + Telatinib
2115,Bevacizumab + Temozolomide
1121,Bevacizumab + Temsirolimus + Doxil
1254,Bevacizumab + Tivantinib
2513,Bevacizumab + Topotecan + Paclitaxel
1243,Bevacizumab + TRC105
3682,Bevacizumab + trifluridine/tipiracil hydrochloride
5260,Bevacizumab + TVB-2640
2277,Bevacizumab + VB-111
3047,Bevacizumab + Veliparib
5178,Bevacizumab + Vinblastine
2110,Bevacizumab + Vorinostat
2141,Bevacizumab-awwb
6255,Bevacizumab-awwb + Carboplatin + Paclitaxel
5986,Bevicizumab + DSP-7888
3159,Bexarotene
672,BEZ235
4932,BEZ235 + Binimetinib
2885,BEZ235 + Docetaxel
3763,BEZ235 + Doxorubicin
1321,BEZ235 + Everolimus
5162,BEZ235 + PD-0325901
2619,BEZ235 + PD98509
3928,BEZ235 + Ruxolitinib
2574,BEZ235 + U0126
5491,BEZ235 + unspecified CTLA4 antibody + unspecified PD-1 antibody
3774,BEZ235 + Vemurafenib
5376,BEZ235 + Venetoclax
5377,BEZ235 + WEHI-539
4025,BGB-283
4628,BGB-283 + Cetuximab
2947,BGB-290
6124,BGB-290 + Temozolomide
2544,BGB-3111
4682,BGB-3111 + Obinutuzumab
2660,BGB-324
5124,BGB-324 + Ceritinib
3825,BGB-324 + Cetuximab
5123,BGB-324 + Crizotinib
5973,BGB-324 + Docetaxel
2684,BGB-324 + Erlotinib
5668,BGB-324 + Imatinib 
3823,BGB-324 + Metformin
5190,BGB-324 + Olaparib
5964,BGB-324 + Pembrolizumab
5871,BGB-A317
5883,BGB-A317 + BGB-290
6245,BGB659
3238,BGC 638
3233,BGC 945
674,BGJ398
5612,BGJ398 + BKM120
1293,BGJ398 + BYL719
1336,BGJ398 + Encorafenib
5255,BGJ398 + Fluorouracil
3142,BGJ398 + Fluorouracil + Irinotecan + Oxaliplatin
5613,BGJ398 + GDC-0941
2284,BGJ398 + Imatinib
5256,BGJ398 + Oxaliplatin
3423,BGJ398 + Trabectedin
4479,BGJ398 + Trametinib
2537,BGP-15
675,BGT226
4475,BHA536
5817,BI 1361849
5818,BI 1361849 + Durvalumab + Tremelimumab
5692,BI 754091
5806,BI 754091 + BI 754111
6263,BI 754091 + BI 891065
5690,BI 754111
4276,BI 836826
4277,BI 836826 + Ibrutinib
4396,BI 836826 + Idelalisib 
5537,BI 836858
5540,BI 836858 + Decitabine
3599,BI 853520
3706,BI 882370
3712,BI 882370 + Afatinib
3711,BI 882370 + Cetuximab
3709,BI 882370 + Trametinib
4132,BI 885578
6262,BI 891065
5884,BI 894999
3308,BI-69A11
1059,BI-847325
676,BI2536
3223,BI2536 + Metformin
5423,BI2536 + PD-0325901
5422,BI2536 + PLX4720
4537,BI8622
4538,BI8626
1507,Bicalutamide
5450,Bicalutamide + Docetaxel + Flutamide + Goserelin + Leuprolide + Nilutamide
3945,Bicalutamide + Docetaxel + Leuprolide
3952,Bicalutamide + Everolimus
5449,Bicalutamide + Flutamide + Goserelin + Leuprolide + Nilutamide
5742,Bicalutamide + Gonadorelin
3252,Bicalutamide + Palbociclib
4618,Bicalutamide + Ra 223
2766,BIIB021
679,BIIB022
3640,BIND-014
807,Binimetinib
5400,Binimetinib + BKM120
4886,Binimetinib + Cetuximab + LGX818
2740,Binimetinib + Docetaxel
1100,Binimetinib + Encorafenib
1101,Binimetinib + Encorafenib + Ribociclib
5022,Binimetinib + Everolimus
3247,Binimetinib + FOLFIRI
6326,Binimetinib + Ipilimumab + Nivolumab
6325,Binimetinib + Nivolumab
5838,Binimetinib + Palbociclib
5568,Binimetinib + Pembrolizumab
5730,Binimetinib + PLX3397
5,Binimetinib + Ribociclib
4288,BIRB-796
4289,BIRB-796 + Dasatinib
5614,BIRB-796 + Tozasertib
2647,Birinapant  
6160,Birinapant  + Pembrolizumab
4953,Birinapant + Radiotherapy
1897,Bisoprolol
2862,BIX-01294
680,BKM120
1367,BKM120 + Abraxane
3019,BKM120 + AG490
1178,BKM120 + Bevacizumab
4772,BKM120 + BLZ945
4856,BKM120 + BMS-777607 
1536,BKM120 + Capecitabine
1538,BKM120 + Capecitabine + Lapatinib
1537,BKM120 + Capecitabine + Trastuzumab
2501,BKM120 + Carboplatin
1183,BKM120 + Carboplatin + Paclitaxel
3548,BKM120 + Cetuximab
1691,BKM120 + Cisplatin
1330,BKM120 + Docetaxel
3764,BKM120 + Doxorubicin
1319,BKM120 + Erlotinib
1626,BKM120 + Etoposide + Cisplatin
1314,BKM120 + Everolimus
2315,BKM120 + Fulvestrant + LEE011
1304,BKM120 + Gemcitabine + Cisplatin
3630,BKM120 + Ibrutinib
2461,BKM120 + INC280
1570,BKM120 + Letrozole
6009,BKM120 + LJM716
2500,BKM120 + Lomustine
5105,BKM120 + Navitoclax
3629,BKM120 + Ofatumumab
2170,BKM120 + Olaparib
5935,BKM120 + Osimertinib
1545,BKM120 + Paclitaxel
1990,BKM120 + Panitumumab
5289,BKM120 + Panobinostat
1112,BKM120 + Pemetrexed + Carboplatin
6010,BKM120 + Pertuzumab
2502,BKM120 + Rituximab
4652,BKM120 + Selumetinib
1547,BKM120 + Sonidegib
4474,BKM120 + Temozolomide
1974,BKM120 + Trametinib
1417,BKM120 + Trastuzumab
1419,BKM120 + Trastuzumab + Lapatinib
1418,BKM120 + Trastuzumab + Pertuzumab
1322,BKM120 + Vemurafenib
5107,BKM120 + Venetoclax
5382,BKM120 + WEHI-539
2849,BKT140
3168,BKT140 + Cytarabine
4275,BKT140 + Nelarabine
4757,BKT140 + Pembrolizumab
1137,Bleomycin
4546,Bleomycin + CBP501
5295,Bleomycin + Dacarbazine + Doxorubicin + Vinblastine + Nivolumab
1876,Blinatumomab 
6155,Blinatumomab + Cytarabine + Dexamethasone + Methotrexate + Ponatinib
6156,Blinatumomab + Dexamethasone + Ponatinib
5125,Blinatumomab + Ibrutinib
4613,Blinatumomab + Ipilimumab + Nivolumab
5839,Blinatumomab + Pembrolizumab
2941,BLU-285
3165,BLU-554
5530,BLU-667
2509,BLU9931
2844,BLZ945
4773,BLZ945 + Linsitinib
5071,BLZ945 + PDR001
3283,BM-1197
683,BMS-536924
2819,BMS-641988
685,BMS-690514
686,BMS-754807
4009,BMS-754807 + Dacomitinib
5379,BMS-754807 + Midostaurin
5007,BMS-754807 + SCH772984
687,BMS-777607
5902,BMS-813160
5905,BMS-813160 + Fluorouracil + Irinotecan + Leucovorin
5904,BMS-813160 + Gemcitabine + nab-paclitaxel
5903,BMS-813160 + Nivolumab
2415,BMS-833923
2957,BMS-871
2545,BMS-906024
2779,BMS-911543
3339,BMS-936559
4534,BMS-986012
4564,BMS-986012 + Carboplatin + Etoposide
4563,BMS-986012 + Cisplatin + Etoposide
4535,BMS-986012 + Nivolumab
4196,BMS-986016
4197,BMS-986016 + Nivolumab
4923,BMS-986148
4924,BMS-986148 + Nivolumab
3559,BMS-986156
4030,BMS-986178
4194,BMS-986179
4195,BMS-986179 + Nivolumab
5628,BMS-986183
5629,BMS-986183 + Nivolumab
3568,BMS-986205
3569,BMS-986205 + Nivolumab
4887,BMS-986207 
4888,BMS-986207 + Nivolumab
5551,BMS-986218
5552,BMS-986218 + Nivolumab
6134,BMS-986226
6135,BMS-986226 + Ipilimumab
6136,BMS-986226 + Nivolumab
3245,BMS753493
2811,BMS986158
5829,BMX-001
5840,BMX-001 + Cisplatin
5841,BMX-001 + Temozolomide
688,Bortezomib
1625,Bortezomib + Carfilzomib + Clarithromycin
3394,Bortezomib + Cladribine + Rituximab
3063,Bortezomib + Clofarabine
5460,Bortezomib + Cyclophosphamide
4951,Bortezomib + Cyclophosphamide + Daratumumab + Dexamethasone
5459,Bortezomib + Cyclophosphamide + G-CSF
3358,Bortezomib + Cyclophosphamide + lenalidomide
3434,Bortezomib + Cyclosporine + Mycophenolate
5100,Bortezomib + Daratumumab + Dexamethasone
2470,Bortezomib + Dexamethasone
3437,Bortezomib + Dexamethasone + Dinaciclib
4031,Bortezomib + Dexamethasone + Elotuzumab + Panobinostat
3436,Bortezomib + Dexamethasone + GDC-0199	
3342,Bortezomib + Dexamethasone + lenalidomide
3362,Bortezomib + Dexamethasone + lenalidomide + Panobinostat
5231,Bortezomib + Dexamethasone + LGH447
4501,Bortezomib + Dexamethasone + Pomalidomide
6161,Bortezomib + Dexamethasone + radium Ra 223 dichloride
3432,Bortezomib + Dexamethasone + Reolysin
3556,Bortezomib + Dexamethasone + Ulocuplumab
4240,Bortezomib + Duvelisib
6105,Bortezomib + EDO-S101
4533,Bortezomib + Elotuzumab + Dexamethasone + lenalidomide
2234,Bortezomib + Everolimus
1778,bortezomib + fasudil
3345,Bortezomib + Filgrastim
2288,Bortezomib + Fludarabine + Melphalan
3427,Bortezomib + GO-203-2C
3220,Bortezomib + lenalidomide
4642,Bortezomib + Lenalidomide + PAT-SM6
4655,Bortezomib + Midostaurin + MEC
3064,Bortezomib + Oxaliplatin
3811,Bortezomib + Panobinostat
3184,Bortezomib + pegylated liposomal-doxorubicin
3348,Bortezomib + Plerixafor
3191,Bortezomib + Pravastatin
3262,Bortezomib + Ruxolitinib
6079,Bortezomib + SJB3-019A
1954,Bortezomib + Sonidegib
1793,Bortezomib + Sorafenib + Decitabine   
2366,Bortezomib + Sorafenib + vorinostat
5062,Bortezomib + Tapalumab
3055,Bortezomib + Temozolomide
3134,Bortezomib + Temsirolimus + Topotecan
3671,Bortezomib + Torkinib
3810,Bortezomib + Vorinostat
690,Bosutinib
5021,Bosutinib + Cisplatin
5020,Bosutinib + Gemcitabine
3200,Bosutinib + inotuzumab ozogamicin
5237,Bosutinib + Pemetrexed
3703,BP-1-108
3822,BPI-9016M
5759,BPM 31510
5842,BPM 31510 + Gemcitabine
4798,BPR1J373
5194,BPTES
5677,BPTES + Olaparib
6053,BPX-501
5995,BPX-601
5996,BPX-601 + Rimiducid
5991,BPX-701
5993,BPX-701 + Rimiducid
5574,BRD-7880
1754,BRD4770
2486,Brentuximab vedotin
5055,Brentuximab vedotin + Bendamustine
4169,Brentuximab vedotin + Ceritinib
5056,Brentuximab vedotin + Dacarbazine
6328,Brentuximab vedotin + Dacarbazine + Doxorubicin + Nivolumab + Vinblastine
4300,Brentuximab vedotin + Ibrutinib
2487,Brentuximab vedotin + Ipilimumab
3264,Brentuximab vedotin + Mocetinostat
3263,Brentuximab vedotin + Nivolumab
3770,Brentuximab vedotin + TGR-1202
996,Brivanib
839,Brontictuzumab
5261,Brontictuzumab + Trifluridine
2344,Bryostatin 1
3539,BSI-401
3540,BSI-401 + Oxaliplatin
6304,BTCT4465A
6336,BTP-114
1862,Bufalin
2506,Bupropion
1206,Busulfan
3201,Busulfan + Clofarabine + Fludarabine
3992,Busulfan + Clofarabine + Gemcitabine
2469,Busulfan + Clofarabine + Thymoglobulin
2314,Busulfan + Cyclophosphamide + Etoposide
3932,Busulfan + Cyclophosphamide + Gemtuzumab ozogamicin
6116,Busulfan + Fludarabine
1846,Busulfan + Fludarabine + anti-thymocyte globulin
5724,Busulfan + Fludarabine phosphate + Cyclophosphamide
4976,Busulfan + Gemcitabine + Melphalan + Panobinostat
2460,Busulfan + Hu14.18K322A
2558,Busulfan + Melphalan
6122,Busulfan + Sorafenib + Fludarabine
4989,Buthionine sufoximine
4990,Buthionine sufoximine + Sirolimus
997,BVD-523
3249,BVD-523 + Gemcitabine + nab-paclitaxel
3656,BX-320
3467,BX-795
3657,BX-912
3660,BX-912 + BAY11-7085
3658,BX-912 + Bortezomib
3659,BX-912 + Etoposide
691,BYL719
1109,BYL719 + AMG 479
1535,BYL719 + Capecitabine
1837,BYL719 + Cetuximab
3751,BYL719 + Enzalutamide
1384,BYL719 + Everolimus
1385,BYL719 + Everolimus + Exemestane
2318,BYL719 + Exemestane
2317,BYL719 + Fulvestrant + LEE011
1870,BYL719 + Gemcitabine + Abraxane
4042,BYL719 + GSK2636771
4065,BYL719 + GSK2636771 + LGX818
3969,BYL719 + LEE011
2419,BYL719 + LGH447
4049,BYL719 + LGX818
2283,BYL719 + LJM716
2059,BYL719 + LJM716 + Trastuzumab
1311,BYL719 + MEK162
2503,BYL719 + nab-paclitaxel
4047,BYL719 + NVP-AEW541
2171,BYL719 + Olaparib
1379,BYL719 + Paclitaxel
1575,BYL719 + Trastuzumab emtansine
1866,c-myb antisense oligonucleotide G4460
2767,C086
5961,C188-9
3294,C19
2681,C3742
3603,C6-ceramide
3797,C61
4483,C646
4818,C75
5885,CA-170
1571,Cabazitaxel
3844,Cabazitaxel + Carboplatin
3056,Cabazitaxel + Enzalutamide
1572,Cabazitaxel + Lapatinib
998,cabozantinib
6330,Cabozantinib + Carfilzomib + Dexamethasone
5066,Cabozantinib + CT-707
2069,cabozantinib + Docetaxel
1255,Cabozantinib + Erlotinib
1965,cabozantinib + Fulvestrant
5064,Cabozantinib + Gefitinib
2070,Cabozantinib + Gemcitabine
2068,Cabozantinib + Ipilimumab + Nivolumab
5412,Cabozantinib + Navitoclax
2067,Cabozantinib + Nivolumab
1236,Cabozantinib + Sunitinib
5490,Cabozantinib + unspecified CTLA4 antibody + unspecified PD-1 antibody
1235,Cabozantinib + Vemurafenib
3729,Caffeine + Dextromethorphan + Midazolam + Warfarin
3695,calcipotriene
2889,calcitriol
3528,Cambinol
3529,Cambinol + Doxorubicin
1406,Camptosar + Cisplatin
3397,Camptothecin
6193,Camptothecin + NU6027
4095,Camptothecin + Olaparib
2136,Canertinib
2632,Cannabidiol
3037,Capcitabine + Cisplatin + Pertuzumab + Trastuzumab
1105,Capecitabine
3999,Capecitabine + Cisplatin
6050,Capecitabine + Cisplatin + Pembrolizumab
4945,Capecitabine + Cisplatin + Pembrolizumab + Trastuzumab
1899,Capecitabine + Cisplatin + Trastuzumab
1559,Capecitabine + Cyclophosphamide + Lapatinib + Trastuzumab
4309,Capecitabine + Docetaxel
4203,Capecitabine + Docetaxel + Gemcitabine
5805,Capecitabine + E7046
4776,Capecitabine + Epirubicin + Oxaliplatin + Pembrolizumab
1619,Capecitabine + Fluorouracil
1894,Capecitabine + Fluorouracil + Cisplatin + Trastuzumab
2383,Capecitabine + Fluorouracil + Gemcitabine 
5788,Capecitabine + Galunisertib
4779,Capecitabine + Lenvatinib
1543,Capecitabine + Neratinib
2589,Capecitabine + Nintedanib
1597,Capecitabine + Oxaliplatin
1601,Capecitabine + Oxaliplatin + Bevacizumab
5549,Capecitabine + Oxaliplatin + Pembrolizumab
1960,Capecitabine + Panitumumab
4022,Capecitabine + Pembrolizumab
4335,Capecitabine + TAS-114
1409,Capecitabine + Trastuzumab
5543,Capecitabine + Varlitinib
4838,Capecitabine + Veliparib
4463,Capecitabine + Veliparib + Temozolomide
1065,Capmatinib
1338,Capmatinib + Encorafenib
1092,Carboplatin
2105,Carboplatin +  Pembrolizumab + Pemetrexed 
4168,Carboplatin + Cetuximab + Cisplatin + Fluorouracil
1989,Carboplatin + Cetuximab + Paclitaxel
5873,Carboplatin + Cisplatin + Durvalumab + Paclitaxel
4728,Carboplatin + Cisplatin + Etoposide
6184,Carboplatin + Cisplatin + Etoposide + Pembrolizumab
4686,Carboplatin + Cisplatin + Gemcitabine
6132,Carboplatin + Cisplatin + Paclitaxel + Pemetrexed
4616,Carboplatin + Cisplatin + Pemetrexed
3650,Carboplatin + Custirsen + Gemcitabine
4386,Carboplatin + Demcizumab + Pemetrexed
4307,Carboplatin + Dexamethasone + Etoposide + Ifosfamide + Rituximab
4308,Carboplatin + Dexamethasone + Idarubicin + Ifosfamide + Rituximab + Vincristine
5059,Carboplatin + Docetaxel + Gemcitabine + Itraconazole
3111,Carboplatin + Docetaxel + Sirolimus 
2168,Carboplatin + Doxil + Everolimus
1953,Carboplatin + Doxorubicin
3997,Carboplatin + Durvalumab + Paclitaxel
4143,Carboplatin + E7449
3681,Carboplatin + Enzalutamide + Paclitaxel
4581,Carboplatin + Erlotinib + Paclitaxel
1791,Carboplatin + Etoposide
2352,Carboplatin + Etoposide + Ifosfamide 
3360,Carboplatin + Etoposide + Ifosfamide + Rituximab
2559,Carboplatin + Etoposide + Melphalan + Vincristine
2604,Carboplatin + Etoposide + Pembrolizumab
1544,Carboplatin + Etoposide + Veliparib
5921,Carboplatin + ETP-46464
1832,Carboplatin + Fluorouracil	
2071,Carboplatin + Fluorouracil + Paclitaxel + Vandetanib
6265,Carboplatin + Galunisertib + Paclitaxel
5103,Carboplatin + Ganetespib + Paclitaxel + Radiotherapy
2667,Carboplatin + Gemcitabine
4375,Carboplatin + Gemcitabine + LY3039478
4529,Carboplatin + Gemcitabine + Pembrolizumab
5737,Carboplatin + Gemcitabine + Trilaciclib
3316,Carboplatin + Gemcitabine + VX-970
1267,Carboplatin + GSK1120212
3814,Carboplatin + GSK2830371
4632,Carboplatin + JQ1
2587,Carboplatin + Melphalan
2203,Carboplatin + Metformin + Pemetrexed
2669,Carboplatin + Methotrexate + Rituximab
2634,Carboplatin + nab-paclitaxel
2599,Carboplatin + nab-paclitaxel + Necitumumab
5591,Carboplatin + nab-paclitaxel + Pembrolizumab
5984,Carboplatin + Niraparib
6159,Carboplatin + Nivolumab + Pemetrexed
4928,Carboplatin + Nutlin-3
3386,Carboplatin + Paclitaxel + Panitumumab
6027,Carboplatin + Paclitaxel + PDR001
2103,Carboplatin + Paclitaxel + Pembrolizumab
5053,Carboplatin + Paclitaxel + Pemetrexed + Nivolumab + Veliparib
5054,Carboplatin + Paclitaxel + Pemetrexed + Veliparib
6266,Carboplatin + Paclitaxel + PTC596
2640,Carboplatin + Paclitaxel + Selinexor
6333,Carboplatin + Paclitaxel + Temsirolimus
2196,Carboplatin + Paclitaxel + Trametinib
6322,Carboplatin + Paclitaxel + TSR-042
5274,Carboplatin + Paclitaxel + Veliparib
4735,Carboplatin + Palbociclib
5265,Carboplatin + Pembrolizumab
1602,Carboplatin + Pemetrexed
4235,Carboplatin + Pertuzumab + Trastuzumab + Paclitaxel
4843,Carboplatin + STA-8666
5341,Carboplatin + Topotecan + Veliparib
4870,Carboplatin + Torkinib
4566,Carboplatin + Triciribine
4253,Carboplatin + VX-970
999,Carboxyamidotriazole Orotate
1663,Carboxyamidotriazole Orotate + Paclitaxel
1624,Carfilzomib
4367,Carfilzomib + Dexamethasone + lenalidomide + Panobinostat
6289,Carfilzomib + Dexamethasone + Panobinostat
2463,Carfilzomib + Dexamethasone + Reolysin
2985,Carfilzomib + Dexamethasone + Selinexor
5268,Carfilzomib + Dexamethasone + Venetoclax
6016,Carfilzomib + DT204
6106,Carfilzomib + EDO-S101
5033,Carfilzomib + Elotuzumab + Dexamethasone + lenalidomide
5555,Carfilzomib + Elotuzumab + Dexamethasone + Pomalidomide
3282,Carfilzomib + Ibrutinib
3438,Carfilzomib + Panobinostat
3384,Carfilzomib + Ricolinostat
2351,Carfilzomib + Rituximab
6143,Carfilzomib + Selinexor
5899,Carfilzomib + TG02
4598,Carfilzomib + TGR-1202
1811,Carmustine
3359,Carmustine + Cytarabine + Etoposide + Melphalan
2555,Carmustine + Filgrastim + Plerixafor + Temozolomide
3604,Carnosic acid
1242,Carotuximab
6334,Carotuximab + Nivolumab
2389,Carotuximab + Sorafenib
5999,CART19 cells
1901,Carvedilol
6221,CB-103
4721,CB-1158
4722,CB-1158 + Nivolumab
1944,CB-5083
4513,CB-5083 + Dexamethasone
1667,CB-839
5280,CB-839 + Everolimus
6158,CB-839 + Irinotecan + Panitumumab
4274,CB-839 + Nivolumab
5675,CB-839 + Olaparib
3940,CBL0137 
3941,CBL0137 + Gemcitabine
4545,CBP501
4547,CBP501 + Cisplatin
6186,CBP501 + Cisplatin + Nivolumab
5963,CBT-101
1000,CC-115
4459,CC-115 + Enzalutamide
2358,CC-122
2375,CC-122 + CC-223
2376,CC-122 + CC-292
4611,CC-122 + Nivolumab
693,CC-223
2377,CC-223 + CC-292
2359,CC-292
3368,CC-401
2874,CC-90003
3853,CC214-1
3854,CC214-2
5186,CCG-203971
5852,CCS1477
3740,CCT007093
3806,CCT007093 + Nutlin-3
3807,CCT007093 + Paclitaxel
2400,CCT031374
2398,CCT036477
2399,CCT070535
1445,CCT128930
2332,CCT129202
3654,CCT129254
1629,CCT137690
5502,CCT137690 + Radiotherapy
3105,CCT196969
3106,CCT241161
2533,CCT241533
4672,CCT244747
6172,CCT244747 + Gemcitabine
6171,CCT244747 + Irinotecan
4673,CCT244747 + Radiotherapy
4674,CCT244747 + Radiotherapy + Paclitaxel
3118,CCT251455
1227,CD3/CD28 costimulated vaccine-primed autologous T-cells
1628,CD532
5774,CDX-014
4037,CDX-0158
3007,CDX-301
4337,CDX-301 + poly ICLC 
2054,CDX-3379
2062,CDX-3379 + Erlotinib
2064,CDX-3379 + Trastuzumab
2063,CDX-3379 + Vemurafenib
1001,Cediranib
4514,Cediranib + Carboplatin
1664,Cediranib + Carboplatin + Paclitaxel
2432,Cediranib + Cisplatin + Pemetrexed
2895,Cediranib + Durvalumab
6227,Cediranib + Durvalumab + Olaparib
3229,Cediranib + Gefitinib
3228,Cediranib + Gemcitabine + Cisplatin
2437,Cediranib + Lenalidomide
4515,Cediranib + Lomustine
1971,Cediranib + Olaparib
3698,Cediranib + PLX4720
3922,Cediranib + Saracatinib
3699,Cediranib + Selumetinib + PLX4720
2124,Celecoxib
3143,Celecoxib + Cyclophosphamide + Etoposide + Sirolimus
2125,Celecoxib + Erlotinib
3433,Celecoxib + Itraconazole + Tretinoin 
4667,Celecoxib + OBP-801
2519,CEP-28122
1002,CEP-32496
2787,CEP-33779
2147,CEP-37440
3536,CEP-8983
3537,CEP-8983 + Cisplatin
2538,CEP-9722
5654,CEP-9722 + Temozolomide
2531,Cerdulatinib
5979,Cerdulatinib + Venetoclax
789,Ceritinib
2148,Ceritinib + CGM097
3108,Ceritinib + Crizotinib
2295,Ceritinib + Everolimus
2554,Ceritinib + Gemcitabine
2638,Ceritinib + LEE011
2565,Ceritinib + Nivolumab
4786,Ceritinib + Selumetinib
6303,Ceritinib + Trametinib
694,Cetuximab
4819,Cetuximab + C75
1914,Cetuximab + Carboplatin + Fluorouracil
2061,Cetuximab + CDX-3379
1915,Cetuximab + Cisplatin
6212,Cetuximab + Cisplatin + Docetaxel + Fluorouracil
1928,Cetuximab + Cisplatin + Fluorouracil + Radiotherapy
1790,Cetuximab + Cisplatin + Paclitaxel
6090,Cetuximab + Cisplatin + Paclitaxel + Radiotherapy
5104,Cetuximab + Cisplatin + Vinorelbine
4525,Cetuximab + Dabrafenib
4542,Cetuximab + Dabrafenib + SCH772984
4541,Cetuximab + Dabrafenib + Trametinib
1820,Cetuximab + Dasatinib
6074,Cetuximab + Dasatinib + FOLFOX
1922,Cetuximab + Docetaxel + Methotrexate 
4521,Cetuximab + EAI045
4556,Cetuximab + ECF
