,drugName,id,terms,Therapies_id
0,Tamoxifen,665,"['Tamoxifen', 'Nolvadex', 'ICI-46474']",6272
1,Bevacizumab,107,"['Bevacizumab', 'Avastin']",6272
2,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6272
0,Bevacizumab,107,"['Bevacizumab', 'Avastin']",6252
1,Peg-interferon alfa-2a,8955,"['Peg-interferon alfa-2a', 'Pegasys', 'PEG-IFNA2a', 'peginterferon alfa-2a', 'pegylated interferon alfa-2a']",6252
2,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6252
0,BKT140,7786,"['BKT140', 'BL-8040', 'TN14003']",5942
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5942
0,BTCT4465A,8967,['BTCT4465A'],6305
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6305
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6094
1,Cabozantinib,7115,"['Cabozantinib', 'Cometriq', 'Cabometyx', 'Cabozantinib-s-malate', 'XL184']",6094
0,Carboplatin,947,"['Carboplatin', 'Paraplatin', 'CBDCA']",5983
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5983
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",4164
1,Carboplatin,947,"['Carboplatin', 'Paraplatin', 'CBDCA']",4164
2,Etoposide,763,"['Etoposide', 'Vepesid', 'EPEG', 'Eposin']",4164
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5541
1,Carboplatin,947,"['Carboplatin', 'Paraplatin', 'CBDCA']",5541
2,Trilaciclib,7926,"['Trilaciclib', 'G1T28']",5541
3,Etoposide,763,"['Etoposide', 'Vepesid', 'EPEG', 'Eposin']",5541
0,Carboplatin,947,"['Carboplatin', 'Paraplatin', 'CBDCA']",4450
1,Gemcitabine,433,"['Gemcitabine', 'Gemzar', 'Difluorodeoxycytidine Hydrochlorothiazide']",4450
2,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",4450
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",3946
1,nab-paclitaxel,6828,"['nab-paclitaxel', 'Abraxane', 'ABI-007']",3946
2,Carboplatin,947,"['Carboplatin', 'Paraplatin', 'CBDCA']",3946
0,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",1203
1,Carboplatin,947,"['Carboplatin', 'Paraplatin', 'CBDCA']",1203
2,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",1203
0,Carboplatin,947,"['Carboplatin', 'Paraplatin', 'CBDCA']",1204
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",1204
2,Pemetrexed,632,"['Pemetrexed', 'Alimta', 'LY231514']",1204
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5140
1,Cisplatin,505,"['Cisplatin', 'Platinol', 'CDDP']",5140
2,Gemcitabine,433,"['Gemcitabine', 'Gemzar', 'Difluorodeoxycytidine Hydrochlorothiazide']",5140
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6036
1,Cisplatin,505,"['Cisplatin', 'Platinol', 'CDDP']",6036
2,Pemetrexed,632,"['Pemetrexed', 'Alimta', 'LY231514']",6036
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",3575
1,CO1686,7122,"['CO1686', 'Rociletinib']",3575
0,Cobimetinib,7123,"['Cobimetinib', 'Cotellic', 'GDC-0973']",1343
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",1343
0,Eribulin,6781,"['Eribulin', 'Halaven']",5970
1,Cobimetinib,7123,"['Cobimetinib', 'Cotellic', 'GDC-0973']",5970
2,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5970
0,CPI-444 ,8145,"['CPI-444 ', 'V81444']",5858
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5858
0,Daratumumab,7302,"['Daratumumab', 'Darzalex', 'anti-CD38 monoclonal antibody']",5236
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5236
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",4204
1,DEC-205-NY-ESO-1 fusion protein vaccine,7238,"['DEC-205-NY-ESO-1 fusion protein vaccine', 'CDX-1401']",4204
0,pegylated liposomal-doxorubicin,7126,"['pegylated liposomal-doxorubicin', 'Doxil', 'ATI-0918', 'CAELYX']",4495
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",4495
0,Bevacizumab,107,"['Bevacizumab', 'Avastin']",5235
1,Entinostat,7280,"['Entinostat', 'HDAC inhibitor SNDX-275', 'MS 275']",5235
2,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5235
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5204
1,Enzalutamide,7230,"['Enzalutamide', 'XTANDI', 'MDV3100']",5204
0,Epacadostat,7587,"['Epacadostat', 'INCB024360']",2636
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",2636
0,Eribulin,6781,"['Eribulin', 'Halaven']",6098
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6098
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",1352
1,Erlotinib,520,"['Erlotinib', 'Tarceva', 'CP358774']",1352
0,FANG vaccine,7210,"['FANG vaccine', 'Vigil', 'bi-shRNA-furin/GMCSF-expressing autologous tumor cell vaccine']",5558
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5558
0,Fulvestrant,936,"['Fulvestrant', 'Faslodex', 'ICI 182,780']",6268
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6268
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5863
1,GDC-0919,7816,"['GDC-0919', 'NLG919', 'RG6078']",5863
0,Gemcitabine,433,"['Gemcitabine', 'Gemzar', 'Difluorodeoxycytidine Hydrochlorothiazide']",3947
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",3947
2,nab-paclitaxel,6828,"['nab-paclitaxel', 'Abraxane', 'ABI-007']",3947
0,Interferon alfa-2b ,7233,"['Interferon alfa-2b ', 'Intron A', 'Alfatronol', 'Alfatronol', 'interferon alpha-2b', 'Sch 30500']",6253
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6253
0,Ipatasertib,6909,"['Ipatasertib', 'GDC-0068']",6269
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6269
0,Fulvestrant,936,"['Fulvestrant', 'Faslodex', 'ICI 182,780']",6273
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6273
2,Ipatasertib,6909,"['Ipatasertib', 'GDC-0068']",6273
0,Ipilimumab,6926,"['Ipilimumab', 'Yervoy', 'BMS-734016']",6249
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6249
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",4830
1,KTE-C19,8556,"['KTE-C19', 'axicabtagene ciloleucel', 'KTE-C19 CAR']",4830
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",3387
1,Obinutuzumab,7305,"['Obinutuzumab', 'Gazyva', 'afutuzumab', 'GA-101', 'GA101', 'R7159', 'RO 5072759']",3387
2,Lenalidomide,7212,"['Lenalidomide', 'Revlimid', 'IMiD-1']",3387
0,Linagliptin,6792,"['Linagliptin', 'Tradjenta', 'BI-1356']",6276
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6276
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5451
1,MOXR0916,7685,['MOXR0916'],5451
0,MTIG7192A ,8394,"['MTIG7192A ', 'RO7092284']",4269
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",4269
0,nab-paclitaxel,6828,"['nab-paclitaxel', 'Abraxane', 'ABI-007']",3049
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",3049
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",1975
1,Obinutuzumab,7305,"['Obinutuzumab', 'Gazyva', 'afutuzumab', 'GA-101', 'GA101', 'R7159', 'RO 5072759']",1975
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",4362
1,Obinutuzumab,7305,"['Obinutuzumab', 'Gazyva', 'afutuzumab', 'GA-101', 'GA101', 'R7159', 'RO 5072759']",4362
2,Polatuzumab Vedotin,8382,"['Polatuzumab Vedotin', 'DCDS4501A']",4362
0,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",5606
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5606
0,Pertuzumab,4730,"['Pertuzumab', 'Perjeta', '2C4 Antibody']",5600
1,Trastuzumab,71,"['Trastuzumab', 'Herceptin', 'Anti HER2']",5600
2,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",5600
3,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5600
0,Peg-interferon alfa-2a,8955,"['Peg-interferon alfa-2a', 'Pegasys', 'PEG-IFNA2a', 'peginterferon alfa-2a', 'pegylated interferon alfa-2a']",6250
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6250
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5941
1,PEGPH20,7437,['PEGPH20'],5941
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",4881
1,radium Ra 223 dichloride,7374,"['radium Ra 223 dichloride', 'Xofigo', 'alpharadin', 'BAY 88-8223']",4881
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",3412
1,RO6958688 ,8066,['RO6958688 '],3412
0,RO7198457,8948,"['RO7198457', 'PCV']",6235
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6235
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",4693
1,SGI-110,7370,"['SGI-110', 'DNMT inhibitor SGI-110', 'guadecitabine', 'S110']",4693
0,DEC-205-NY-ESO-1 fusion protein vaccine,7238,"['DEC-205-NY-ESO-1 fusion protein vaccine', 'CDX-1401']",5982
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5982
2,SGI-110,7370,"['SGI-110', 'DNMT inhibitor SGI-110', 'guadecitabine', 'S110']",5982
0,Sipuleucel-T,7624,"['Sipuleucel-T', 'Provenge', 'APC 8015']",5642
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5642
0,Temozolomide,843,"['Temozolomide', 'Temodar', 'Methazolastone']",5872
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",5872
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6286
1,TEN-010,7076,"['TEN-010', 'JQ2', 'RG-6146', 'RO6870810']",6286
0,Trastuzumab,71,"['Trastuzumab', 'Herceptin', 'Anti HER2']",3250
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",3250
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",3086
1,Varlilumab,7557,"['Varlilumab', 'anti-CD27 monoclonal antibody CDX-1127']",3086
0,Veliparib,7042,"['Veliparib', 'ABT-888']",4511
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",4511
0,Vemurafenib,6791,"['Vemurafenib', 'Zelboraf', 'PLX4032', 'RO5185426']",1216
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",1216
0,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",4825
1,Cobimetinib,7123,"['Cobimetinib', 'Cotellic', 'GDC-0973']",4825
2,Vemurafenib,6791,"['Vemurafenib', 'Zelboraf', 'PLX4032', 'RO5185426']",4825
0,Metformin,323,"['Metformin', 'Glucophage', 'Apo-Metformin']",1576
1,Atorvastatin,1063,"['Atorvastatin', 'Lipitor', 'Atogal']",1576
0,ATR-101,8401,['ATR-101'],4296
0,ATSP-7041,7608,['ATSP-7041'],2613
0,AU-011,8821,['AU-011'],5828
0,Auranofin,984,"['Auranofin', 'Ridaura', 'Auroafen']",2300
0,Auranofin,984,"['Auranofin', 'Ridaura', 'Auroafen']",2301
1,Sirolimus,867,"['Sirolimus', 'Rapamune', 'Rapamycin']",2301
0,Aurora Kinase Inhibitor II,8643,"['Aurora Kinase Inhibitor II', 'AI II']",5230
0,Autologous TGF beta resistant HER2 EBV CTLs,7253,['Autologous TGF beta resistant HER2 EBV CTLs'],1403
0,AUY922,6853,"['AUY922', 'NVP-AUY922']",647
0,Cetuximab,2,"['Cetuximab', 'Erbitux']",1996
1,AUY922,6853,"['AUY922', 'NVP-AUY922']",1996
0,AUY922,6853,"['AUY922', 'NVP-AUY922']",2799
1,Erlotinib,520,"['Erlotinib', 'Tarceva', 'CP358774']",2799
0,AUY922,6853,"['AUY922', 'NVP-AUY922']",1270
1,Pemetrexed,632,"['Pemetrexed', 'Alimta', 'LY231514']",1270
0,Sirolimus,867,"['Sirolimus', 'Rapamune', 'Rapamycin']",2827
1,AUY922,6853,"['AUY922', 'NVP-AUY922']",2827
0,Torin 1,7472,['Torin 1'],2828
1,AUY922,6853,"['AUY922', 'NVP-AUY922']",2828
0,AV-412,7105,"['AV-412', 'MP-412']",990
0,AV203,6854,"['AV203', 'AV-203']",648
0,Avagacestat,7580,"['Avagacestat', 'BMS-708163']",2551
0,Bevacizumab,107,"['Bevacizumab', 'Avastin']",1654
1,Cetuximab,2,"['Cetuximab', 'Erbitux']",1654
0,Bevacizumab,107,"['Bevacizumab', 'Avastin']",1421
1,Doxorubicin,986,"['Doxorubicin', 'Adriamycin', 'ADR', 'Adria']",1421
2,Docetaxel,1235,"['Docetaxel', 'Taxotere', 'Docefrez', 'Docetaxel anhydrous']",1421
0,AVE1642,7693,"['AVE1642', 'EM164']",2741
0,Avelumab,7952,"['Avelumab', 'Bavencio', 'MSB0010718C']",3144
0,Avelumab,7952,"['Avelumab', 'Bavencio', 'MSB0010718C']",3145
1,Axitinib,4739,"['Axitinib', 'Inlyta', 'AG-013736']",3145
0,Avelumab,7952,"['Avelumab', 'Bavencio', 'MSB0010718C']",5372
1,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",5372
0,Utomilumab,8610,"['Utomilumab', 'PF-05082566']",5088
1,Avelumab,7952,"['Avelumab', 'Bavencio', 'MSB0010718C']",5088
2,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",5088
0,Bendamustine,7225,"['Bendamustine', 'Treanda', 'Ribomustin', 'SDX-105', 'SyB L-0501']",5089
1,Rituximab,72,"['Rituximab', 'Rituxan', 'AntiCD20']",5089
2,Avelumab,7952,"['Avelumab', 'Bavencio', 'MSB0010718C']",5089
0,Avelumab,7952,"['Avelumab', 'Bavencio', 'MSB0010718C']",5052
1,Cisplatin,505,"['Cisplatin', 'Platinol', 'CDDP']",5052
0,eFT508,8321,['eFT508'],6238
1,Avelumab,7952,"['Avelumab', 'Bavencio', 'MSB0010718C']",6238
0,Entinostat,7280,"['Entinostat', 'HDAC inhibitor SNDX-275', 'MS 275']",5559
1,Avelumab,7952,"['Avelumab', 'Bavencio', 'MSB0010718C']",5559
0,Avelumab,7952,"['Avelumab', 'Bavencio', 'MSB0010718C']",5131
1,NHS-IL12,8615,['NHS-IL12'],5131
0,PF-04518600,8422,['PF-04518600'],6045
1,Avelumab,7952,"['Avelumab', 'Bavencio', 'MSB0010718C']",6045
0,Utomilumab,8610,"['Utomilumab', 'PF-05082566']",6044
1,Avelumab,7952,"['Avelumab', 'Bavencio', 'MSB0010718C']",6044
2,PF-04518600,8422,['PF-04518600'],6044
0,Utomilumab,8610,"['Utomilumab', 'PF-05082566']",5087
1,Avelumab,7952,"['Avelumab', 'Bavencio', 'MSB0010718C']",5087
2,Rituximab,72,"['Rituximab', 'Rituxan', 'AntiCD20']",5087
0,trabectedin,8072,"['trabectedin', 'Yondelis']",5444
1,Avelumab,7952,"['Avelumab', 'Bavencio', 'MSB0010718C']",5444
0,Utomilumab,8610,"['Utomilumab', 'PF-05082566']",6043
1,Avelumab,7952,"['Avelumab', 'Bavencio', 'MSB0010718C']",6043
0,VX15/2503,8221,['VX15/2503'],6153
1,Avelumab,7952,"['Avelumab', 'Bavencio', 'MSB0010718C']",6153
0,AVID100,8776,['AVID100'],5755
0,Avitinib,7840,['Avitinib'],2917
0,AVX901,7185,"['AVX901', 'DUKE-002-VRP', 'HER2 ECDTM VRP', 'HER2 VRP', 'VRP-HER2', 'VRP-neu']",1068
0,Axitinib,4739,"['Axitinib', 'Inlyta', 'AG-013736']",649
0,Bevacizumab,107,"['Bevacizumab', 'Avastin']",2246
1,Axitinib,4739,"['Axitinib', 'Inlyta', 'AG-013736']",2246
0,Bosutinib,4738,"['Bosutinib', 'Bosulif', 'SKI-606']",4241
1,Axitinib,4739,"['Axitinib', 'Inlyta', 'AG-013736']",4241
0,Crizotinib,6890,"['Crizotinib', 'Xalkori', 'PF-02341066']",1350
1,Axitinib,4739,"['Axitinib', 'Inlyta', 'AG-013736']",1350
0,Axitinib,4739,"['Axitinib', 'Inlyta', 'AG-013736']",1697
1,Fluorouracil,534,"['Fluorouracil', 'Adrucil', '5-FU']",1697
2,Leucovorin,640,"['Leucovorin', 'Wellcovorin', 'Calcium citrovorum factor', 'Calcium folinate']",1697
3,Irinotecan,752,"['Irinotecan', 'Camptosar', 'CPT-11']",1697
0,Leucovorin,640,"['Leucovorin', 'Wellcovorin', 'Calcium citrovorum factor', 'Calcium folinate']",1698
1,Oxaliplatin,516,"['Oxaliplatin', 'Eloxatin', 'Diaminocyclohexane Oxalatoplatinum']",1698
2,Axitinib,4739,"['Axitinib', 'Inlyta', 'AG-013736']",1698
3,Fluorouracil,534,"['Fluorouracil', 'Adrucil', '5-FU']",1698
0,Gemcitabine,433,"['Gemcitabine', 'Gemzar', 'Difluorodeoxycytidine Hydrochlorothiazide']",1696
1,Axitinib,4739,"['Axitinib', 'Inlyta', 'AG-013736']",1696
0,Axitinib,4739,"['Axitinib', 'Inlyta', 'AG-013736']",5837
1,Nivolumab,7235,"['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106']",5837
0,Carboplatin,947,"['Carboplatin', 'Paraplatin', 'CBDCA']",1972
1,Axitinib,4739,"['Axitinib', 'Inlyta', 'AG-013736']",1972
2,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",1972
0,Axitinib,4739,"['Axitinib', 'Inlyta', 'AG-013736']",2494
1,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",2494
0,Axitinib,4739,"['Axitinib', 'Inlyta', 'AG-013736']",5522
1,PF-04518600,8422,['PF-04518600'],5522
0,Radiotherapy,8264,['Radiotherapy'],4938
1,Axitinib,4739,"['Axitinib', 'Inlyta', 'AG-013736']",4938
0,Axitinib,4739,"['Axitinib', 'Inlyta', 'AG-013736']",3474
1,Selenomethionine,8092,['Selenomethionine'],3474
0,AXL1717,7697,"['AXL1717', 'Picropodophyllin']",2745
0,AZ-23,7645,['AZ-23'],2678
0,AZ-TAK1,8671,['AZ-TAK1'],5359
0,Selumetinib,7019,"['Selumetinib', 'ARRY-142886', 'AZD6244']",5360
1,AZ-TAK1,8671,['AZ-TAK1'],5360
0,AZ12489875-002,8070,['AZ12489875-002'],3418
0,AZ1366,8702,['AZ1366'],5473
0,AZ191,8040,['AZ191'],3333
0,AZ20,7812,['AZ20'],2880
0,AZ20,7812,['AZ20'],5420
1,RVX2135,8682,['RVX2135'],5420
0,AZ3146,7946,['AZ3146'],3117
0,AZ5104,8853,"['AZ5104', 'AZ-5104']",5901
0,AZ6089,7870,"['AZ6089', 'AZ12576089']",2956
0,AZ628,7204,"['AZ628', 'AZD-628', 'AZD628']",1093
0,AZ628,7204,"['AZ628', 'AZD-628', 'AZD628']",4487
1,CPI-455,8466,['CPI-455'],4487
0,AZ628,7204,"['AZ628', 'AZD-628', 'AZD628']",4791
1,Selumetinib,7019,"['Selumetinib', 'ARRY-142886', 'AZD6244']",4791
0,Trametinib,6818,"['Trametinib', 'Mekinist', 'GSK1120212']",4795
1,AZ628,7204,"['AZ628', 'AZD-628', 'AZD628']",4795
0,VTX-11e,7205,['VTX-11e'],4796
1,AZ628,7204,"['AZ628', 'AZD-628', 'AZD628']",4796
0,AZ64,7646,['AZ64'],2679
0,AZ64,7646,['AZ64'],3408
1,Temozolomide,843,"['Temozolomide', 'Temodar', 'Methazolastone']",3408
2,Irinotecan,752,"['Irinotecan', 'Camptosar', 'CPT-11']",3408
0,AZ8010,7869,"['AZ8010', 'AZ12908010']",2955
0,AZ960,7737,['AZ960'],2786
0,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",651
0,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",5538
1,BI 836858,8715,['BI 836858'],5538
0,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",1149
1,CC-223,6884,['CC-223'],1149
0,Decitabine,1249,"['Decitabine', 'Dacogen', '5-aza-2-deoxycytidine']",6093
1,PF-06747143,8913,['PF-06747143'],6093
2,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",6093
0,Durvalumab,7245,"['Durvalumab', 'Imfinzi', 'MEDI4736']",5881
1,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",5881
2,Romidepsin ,7191,"['Romidepsin ', 'Istodax', 'depsipeptide', 'FK228', 'FR901228', 'NSC 630176']",5881
0,Enasidenib,7889,"['Enasidenib', 'Idhifa', 'AG-221']",4003
1,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",4003
0,Entinostat,7280,"['Entinostat', 'HDAC inhibitor SNDX-275', 'MS 275']",2645
1,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",2645
0,Entospletinib  ,7555,"['Entospletinib  ', 'SYK inhibitor GS-9973']",5539
1,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",5539
0,Vorinostat,7193,"['Vorinostat', 'Zolinza', 'L-001079038', 'MSK390', 'SAHA']",2557
1,Gemcitabine,433,"['Gemcitabine', 'Gemzar', 'Difluorodeoxycytidine Hydrochlorothiazide']",2557
2,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",2557
0,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",6133
1,Hu5F9-G4,8585,['Hu5F9-G4'],6133
0,Ibrutinib,6923,"['Ibrutinib', 'Imbruvica', 'PCI-32765']",3632
1,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",3632
0,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",5477
1,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",5477
2,Epacadostat,7587,"['Epacadostat', 'INCB024360']",5477
0,Durvalumab,7245,"['Durvalumab', 'Imfinzi', 'MEDI4736']",4178
1,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",4178
0,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",2471
1,Midostaurin,6949,"['Midostaurin', 'Rydapt', 'CGP 41251', 'PKC412']",2471
0,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",6164
1,MLN4924,7319,"['MLN4924', 'MLN-4924', 'pevonedistat', 'TAK-294']",6164
0,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",3196
1,Nivolumab,7235,"['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106']",3196
0,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",3214
1,Panobinostat,7196,"['Panobinostat', 'Farydak', 'LBH589']",3214
0,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",2496
1,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",2496
0,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",5782
1,Romidepsin ,7191,"['Romidepsin ', 'Istodax', 'depsipeptide', 'FK228', 'FR901228', 'NSC 630176']",5782
2,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",5782
0,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",4177
1,PF-04449913,7326,"['PF-04449913', 'Glasdegib']",4177
0,Ponatinib,6808,"['Ponatinib', 'Iclusig', 'AP24534']",4464
1,Azacitidine,917,"['Azacitidine', 'Vidaza', '5-AC', '5-azacytidine', 'azacytidine', 'CC-486', 'U-18496']",4464
