id,pubMedId,title,url
2447,24933332,"Ramucirumab plus docetaxel versus placebo plus docetaxel for second-line treatment of stage IV non-small-cell lung cancer after disease progression on platinum-based therapy (REVEL): a multicentre, double-blind, randomised phase 3 trial.",http://www.ncbi.nlm.nih.gov/pubmed/24933332
2448,22589397,Development of a human monoclonal antibody for potential therapy of CD27-expressing lymphoma and leukemia.,http://www.ncbi.nlm.nih.gov/pubmed/22589397
2449,24094768,"Ramucirumab monotherapy for previously treated advanced gastric or gastro-oesophageal junction adenocarcinoma (REGARD): an international, randomised, multicentre, placebo-controlled, phase 3 trial.",http://www.ncbi.nlm.nih.gov/pubmed/24094768
2450,25253883,The novel kinase inhibitor PRT062070 (Cerdulatinib) demonstrates efficacy in models of autoimmunity and B-cell cancer.,http://www.ncbi.nlm.nih.gov/pubmed/25253883
2451,21091142,Nilotinib is superior to imatinib as first-line therapy of chronic myeloid leukemia: the ENESTnd study.,http://www.ncbi.nlm.nih.gov/pubmed/21091142
2452,19741151,Cellular inhibition of checkpoint kinase 2 (Chk2) and potentiation of camptothecins and radiation by the novel Chk2 inhibitor PV1019 [7-nitro-1H-indole-2-carboxylic acid {4-[1-(guanidinohydrazone)-ethyl]-phenyl}-amide].,http://www.ncbi.nlm.nih.gov/pubmed/19741151
2453,17363488,"Biochemical and cellular characterization of VRX0466617, a novel and selective inhibitor for the checkpoint kinase Chk2.",http://www.ncbi.nlm.nih.gov/pubmed/17363488
2454,,NCCN Guidelines Version 5.2015 Non-Small Cell Lung Cancer,
2455,24681808,"SLC25A1, or CIC, is a novel transcriptional target of mutant p53 and a negative tumor prognostic marker.",http://www.ncbi.nlm.nih.gov/pubmed/24681808
2456,24857548,Gain-of-function mutant p53 promotes cell growth and cancer cell metabolism via inhibition of AMPK activation.,http://www.ncbi.nlm.nih.gov/pubmed/24857548
2457,22214764,Interaction between ZBP-89 and p53 mutants and its contribution to effects of HDACi on hepatocellular carcinoma.,http://www.ncbi.nlm.nih.gov/pubmed/22214764
2458,24651012,Mutant p53 in cancer: new functions and therapeutic opportunities.,http://www.ncbi.nlm.nih.gov/pubmed/24651012
2459,9632751,Characterization of structural p53 mutants which show selective defects in apoptosis but not cell cycle arrest.,http://www.ncbi.nlm.nih.gov/pubmed/9632751
2460,15037740,A global suppressor motif for p53 cancer mutants.,http://www.ncbi.nlm.nih.gov/pubmed/15037740
2461,22484423,p53 modulates homologous recombination at I-SceI-induced double-strand breaks through cell-cycle regulation.,http://www.ncbi.nlm.nih.gov/pubmed/22484423
2462,16707427,Identification of a novel germ line variant hotspot mutant p53-R175L in pediatric adrenal cortical carcinoma.,http://www.ncbi.nlm.nih.gov/pubmed/16707427
2463,24136356,Phosphoinositide 3-kinase δ gene mutation predisposes to respiratory infection and airway damage.,http://www.ncbi.nlm.nih.gov/pubmed/24136356
2464,24165795,Dominant-activating germline mutations in the gene encoding the PI(3)K catalytic subunit p110δ result in T cell senescence and human immunodeficiency.,http://www.ncbi.nlm.nih.gov/pubmed/24165795
2465,14690015,A novel dysfunctional p53 mutation in the human neuroblastoma cell line TGW.,http://www.ncbi.nlm.nih.gov/pubmed/14690015
2466,11920959,Complex functions of mutant p53 alleles from human prostate cancer.,http://www.ncbi.nlm.nih.gov/pubmed/11920959
2467,12782597,Cooperation of two mutant p53 alleles contributes to Fas resistance of prostate carcinoma cells.,http://www.ncbi.nlm.nih.gov/pubmed/12782597
2468,10871862,Identification of a tumor-derived p53 mutant with novel transactivating selectivity.,http://www.ncbi.nlm.nih.gov/pubmed/10871862
2469,23339124,"Phase I study of dovitinib (TKI258), an oral FGFR, VEGFR, and PDGFR inhibitor, in advanced or metastatic renal cell carcinoma.",http://www.ncbi.nlm.nih.gov/pubmed/23339124
2470,20581473,Prioritization of driver mutations in pancreatic cancer using cancer-specific high-throughput annotation of somatic mutations (CHASM).,http://www.ncbi.nlm.nih.gov/pubmed/20581473
2471,20207148,Evaluating Smoothened as a G-protein-coupled receptor for Hedgehog signalling.,http://www.ncbi.nlm.nih.gov/pubmed/20207148
2472,15550452,The rare ERBB2 variant Ile654Val is associated with an increased familial breast cancer risk.,http://www.ncbi.nlm.nih.gov/pubmed/15550452
2473,25787766,Exploiting selective BCL-2 family inhibitors to dissect cell survival dependencies and define improved strategies for cancer therapy.,http://www.ncbi.nlm.nih.gov/pubmed/25787766
2474,23922646,Peripheral reduction of FGFR4 with antisense oligonucleotides increases metabolic rate and lowers adiposity in diet-induced obese mice.,http://www.ncbi.nlm.nih.gov/pubmed/23922646
2475,19581523,The role of Src in solid tumors.,http://www.ncbi.nlm.nih.gov/pubmed/19581523
2476,,"Integrated report of the phase 2 experience with XL999 administered IV to patients (pts) with NSCLC, renal cell CA (RCC), metastatic colorectal CA (CRC), recurrent ovarian CA, acute myelogenous leaukemia (AML), and multiple myeloma (MM)",http://meeting.ascopubs.org/cgi/content/short/25/18_suppl/3591
2477,25662515,"Src protein-tyrosine kinase structure, mechanism, and small molecule inhibitors.",http://www.ncbi.nlm.nih.gov/pubmed/25662515
2478,21776389,Regulation of SRC family kinases in human cancers.,http://www.ncbi.nlm.nih.gov/pubmed/21776389
2479,21521831,Current status of SRC inhibitors in solid tumor malignancies.,http://www.ncbi.nlm.nih.gov/pubmed/21521831
2480,11931842,BGP-15 - a novel poly(ADP-ribose) polymerase inhibitor - protects against nephrotoxicity of cisplatin without compromising its antitumor activity.,http://www.ncbi.nlm.nih.gov/pubmed/11931842
2481,22661288,"Inhibition of cancer growth and induction of apoptosis by BGP-13 and BGP-15, new calcipotriene-derived vitamin D3 analogs, in-vitro and in-vivo studies.",http://www.ncbi.nlm.nih.gov/pubmed/22661288
2482,24880570,Phase 1 dose-escalation study of the PARP inhibitor CEP-9722 as monotherapy or in combination with temozolomide in patients with solid tumors.,http://www.ncbi.nlm.nih.gov/pubmed/24880570
2483,24714082,"Activity of CEP-9722, a poly (ADP-ribose) polymerase inhibitor, in urothelial carcinoma correlates inversely with homologous recombination repair response to DNA damage.",http://www.ncbi.nlm.nih.gov/pubmed/24714082
2484,25868125,"Chromosomal damage and micronucleus induction by MP-124, a novel poly(ADP-ribose) polymerase-1 (PARP-1) inhibitor: Evidence for a non-DNA-reactive mode of action.",http://www.ncbi.nlm.nih.gov/pubmed/25868125
2485,25531448,PARP inhibition restores extrinsic apoptotic sensitivity in glioblastoma.,http://www.ncbi.nlm.nih.gov/pubmed/25531448
2486,9724739,MEKK1/JNK signaling stabilizes and activates p53.,http://www.ncbi.nlm.nih.gov/pubmed/9724739
2487,8208536,Transactivational and DNA binding abilities of endogenous p53 in p53 mutant cell lines.,http://www.ncbi.nlm.nih.gov/pubmed/8208536
2488,16236433,Localization of a mutant p53 response element on the tissue inhibitor of metalloproteinase-3 promoter: mutant p53 activities are distinct from wild-type.,http://www.ncbi.nlm.nih.gov/pubmed/16236433
2489,23103855,Loss of 53BP1 causes PARP inhibitor resistance in Brca1-mutated mouse mammary tumors.,http://www.ncbi.nlm.nih.gov/pubmed/23103855
2490,9927431,Destruction of Myc by ubiquitin-mediated proteolysis: cancer-associated and transforming mutations stabilize Myc.,http://www.ncbi.nlm.nih.gov/pubmed/9927431
2491,24013231,Burkitt's lymphoma-associated c-Myc mutations converge on a dramatically altered target gene response and implicate Nol5a/Nop56 in oncogenesis.,http://www.ncbi.nlm.nih.gov/pubmed/24013231
2492,10706881,c-Myc hot spot mutations in lymphomas result in inefficient ubiquitination and decreased proteasome-mediated turnover.,http://www.ncbi.nlm.nih.gov/pubmed/10706881
2493,25668228,EGFR T790M resistance mutation in non small-cell lung carcinoma.,http://www.ncbi.nlm.nih.gov/pubmed/25668228
2494,25614115,"Discovery of 1-substituted benzyl-quinazoline-2,4(1H,3H)-dione derivatives as novel poly(ADP-ribose)polymerase-1 inhibitors.",http://www.ncbi.nlm.nih.gov/pubmed/25614115
2495,24263190,VEGF targets the tumour cell.,http://www.ncbi.nlm.nih.gov/pubmed/24263190
2496,18596824,VEGF-targeted therapy: mechanisms of anti-tumour activity.,http://www.ncbi.nlm.nih.gov/pubmed/18596824
2497,22172724,BRCA1 RING function is essential for tumor suppression but dispensable for therapy resistance.,http://www.ncbi.nlm.nih.gov/pubmed/22172724
2498,24781550,Therapeutic modulation of Notch signalling--are we there yet?,http://www.ncbi.nlm.nih.gov/pubmed/24781550
2499,24879797,FDA approval: ado-trastuzumab emtansine for the treatment of patients with HER2-positive metastatic breast cancer.,http://www.ncbi.nlm.nih.gov/pubmed/24879797
2500,19786658,Lapatinib combined with letrozole versus letrozole and placebo as first-line therapy for postmenopausal hormone receptor-positive metastatic breast cancer.,http://www.ncbi.nlm.nih.gov/pubmed/19786658
2501,8220424,Point mutations in the c-Myc transactivation domain are common in Burkitt's lymphoma and mouse plasmacytomas.,http://www.ncbi.nlm.nih.gov/pubmed/8220424
2502,,NCCN Guidelines Version 2.2015 Breast Cancer,
2503,,"The Safety and Activity of BMS-906024, a Gamma Secretase Inhibitor (GSI) with Anti-Notch Activity, in Patients with Relapsed T-Cell Acute Lymphoblastic Leukemia (T-ALL): Initial Results of a Phase 1 Trial",https://ash.confex.com/ash/2014/webprogram/Paper70285.html
2504,22679110,MEDI0639: a novel therapeutic antibody targeting Dll4 modulates endothelial cell function and angiogenesis in vivo.,http://www.ncbi.nlm.nih.gov/pubmed/22679110
2505,21831306,"Anti-DLL4, a cancer therapeutic with multiple mechanisms of action.",http://www.ncbi.nlm.nih.gov/pubmed/21831306
2506,23774673,Therapeutic antibody targeting of Notch1 in T-acute lymphoblastic leukemia xenografts.,http://www.ncbi.nlm.nih.gov/pubmed/23774673
2507,,688P FINAL RESULTS OF A PHASE 1B OF OMP-59R5 (ANTI-NOTCH2/3/STEM CELL ANTIBODY) IN COMBINATION WITH NAB-PACLITAXEL AND GEMCITABINE (NAB-P + GEM) IN PATIENTS (PTS) WITH UNTREATED METASTATIC PANCREATIC CANCER (MPC): ALPINE STUDY,http://annonc.oxfordjournals.org/content/25/suppl_4/iv233.3
2508,20463236,Acute gamma-secretase inhibition of nonhuman primate CNS shifts amyloid precursor protein (APP) metabolism from amyloid-beta production to alternative APP fragments without amyloid-beta rebound.,http://www.ncbi.nlm.nih.gov/pubmed/20463236
2509,23340294,Preclinical and clinical studies of gamma secretase inhibitors with docetaxel on human breast tumors.,http://www.ncbi.nlm.nih.gov/pubmed/23340294
2510,19773430,Preclinical profile of a potent gamma-secretase inhibitor targeting notch signaling with in vivo efficacy and pharmacodynamic properties.,http://www.ncbi.nlm.nih.gov/pubmed/19773430
2511,22323718,Differential effects between γ-secretase inhibitors and modulators on cognitive function in amyloid precursor protein-transgenic and nontransgenic mice.,http://www.ncbi.nlm.nih.gov/pubmed/22323718
2512,14709552,"Chronic treatment with the gamma-secretase inhibitor LY-411,575 inhibits beta-amyloid peptide production and alters lymphopoiesis and intestinal cell differentiation.",http://www.ncbi.nlm.nih.gov/pubmed/14709552
2513,20064975,Pharmacological analysis of Drosophila melanogaster gamma-secretase with respect to differential proteolysis of Notch and APP.,http://www.ncbi.nlm.nih.gov/pubmed/20064975
2514,24900185,"Discovery and Evaluation of BMS-708163, a Potent, Selective and Orally Bioavailable γ-Secretase Inhibitor.",http://www.ncbi.nlm.nih.gov/pubmed/24900185
2515,11145990,Functional gamma-secretase inhibitors reduce beta-amyloid peptide levels in brain.,http://www.ncbi.nlm.nih.gov/pubmed/11145990
2516,15103331,Phosphorylation-dependent degradation of c-Myc is mediated by the F-box protein Fbw7.,http://www.ncbi.nlm.nih.gov/pubmed/15103331
2517,20978199,BRAF inactivation drives aneuploidy by deregulating CRAF.,http://www.ncbi.nlm.nih.gov/pubmed/20978199
2518,24642617,Mechanism and consequences of RAF kinase activation by small-molecule inhibitors.,http://www.ncbi.nlm.nih.gov/pubmed/24642617
2519,16088943,PTEN enters the nucleus by diffusion.,http://www.ncbi.nlm.nih.gov/pubmed/16088943
2520,21059859,Appearance of the novel activating F1174S ALK mutation in neuroblastoma correlates with aggressive tumor progression and unresponsiveness to therapy.,http://www.ncbi.nlm.nih.gov/pubmed/21059859
2521,18923523,Somatic and germline activating mutations of the ALK kinase receptor in neuroblastoma.,http://www.ncbi.nlm.nih.gov/pubmed/18923523
2522,17317574,Apoptosis in T cell acute lymphoblastic leukemia cells after cell cycle arrest induced by pharmacological inhibition of notch signaling.,http://www.ncbi.nlm.nih.gov/pubmed/17317574
2523,23344087,Heterogeneity of genetic changes associated with acquired crizotinib resistance in ALK-rearranged lung cancer.,http://www.ncbi.nlm.nih.gov/pubmed/23344087
2524,22235099,Mechanisms of resistance to crizotinib in patients with ALK gene rearranged non-small cell lung cancer.,http://www.ncbi.nlm.nih.gov/pubmed/22235099
2525,24675041,The ALK inhibitor ceritinib overcomes crizotinib resistance in non-small cell lung cancer.,http://www.ncbi.nlm.nih.gov/pubmed/24675041
2526,25501949,Linking tumor mutations to drug responses via a quantitative chemical-genetic interaction map.,http://www.ncbi.nlm.nih.gov/pubmed/25501949
2527,24781551,"Design and synthesis of 3,3'-biscoumarin-based c-Met inhibitors.",http://www.ncbi.nlm.nih.gov/pubmed/24781551
2528,11443619,beta-Catenin mutation and overexpression in hepatocellular carcinoma: clinicopathologic and prognostic significance.,http://www.ncbi.nlm.nih.gov/pubmed/11443619
2529,18628470,Therapeutic consequences from molecular biology for gastrointestinal stromal tumor patients affected by neurofibromatosis type 1.,http://www.ncbi.nlm.nih.gov/pubmed/18628470
2530,23169527,The β-catenin destruction complex.,http://www.ncbi.nlm.nih.gov/pubmed/23169527
2531,9191060,Somatic in frame deletions not involving juxtamembranous cysteine residues strongly activate the RET proto-oncogene.,http://www.ncbi.nlm.nih.gov/pubmed/9191060
2532,15277225,The oncogenic activity of RET point mutants for follicular thyroid cells may account for the occurrence of papillary thyroid carcinoma in patients affected by familial medullary thyroid carcinoma.,http://www.ncbi.nlm.nih.gov/pubmed/15277225
2533,24716929,Characterization of wild-type and mutated RET proto- oncogene associated with familial medullary thyroid cancer.,http://www.ncbi.nlm.nih.gov/pubmed/24716929
2534,10224103,Inhibition of spontaneous receptor phosphorylation by residues in a putative alpha-helix in the KIT intracellular juxtamembrane region.,http://www.ncbi.nlm.nih.gov/pubmed/10224103
2535,9815757,O6-benzylguanine and its role in chemotherapy.,http://www.ncbi.nlm.nih.gov/pubmed/9815757
2536,19560417,The juxtamembrane region of the EGF receptor functions as an activation domain.,http://www.ncbi.nlm.nih.gov/pubmed/19560417
2537,24687871,Using a rhabdomyosarcoma patient-derived xenograft to examine precision medicine approaches and model acquired resistance.,http://www.ncbi.nlm.nih.gov/pubmed/24687871
2538,23918606,Dual blockade of the PI3K/AKT/mTOR (AZD8055) and RAS/MEK/ERK (AZD6244) pathways synergistically inhibits rhabdomyosarcoma cell growth in vitro and in vivo.,http://www.ncbi.nlm.nih.gov/pubmed/23918606
2539,25795637,Phase I study of nintedanib incorporating dynamic contrast-enhanced magnetic resonance imaging in patients with advanced solid tumors.,http://www.ncbi.nlm.nih.gov/pubmed/25795637
2540,20531296,The activating mutation R201C in GNAS promotes intestinal tumourigenesis in Apc(Min/+) mice through activation of Wnt and ERK1/2 MAPK pathways.,http://www.ncbi.nlm.nih.gov/pubmed/20531296
2541,24498230,"GNAS mutations identify a set of right-sided, RAS mutant, villous colon cancers.",http://www.ncbi.nlm.nih.gov/pubmed/24498230
2542,3498122,Requirement for intrinsic protein tyrosine kinase in the immediate and late actions of the EGF receptor.,http://www.ncbi.nlm.nih.gov/pubmed/3498122
2543,24023066,EGFR lung cancer mutants get specialized.,http://www.ncbi.nlm.nih.gov/pubmed/24023066
2544,15118073,Activating mutations in the epidermal growth factor receptor underlying responsiveness of non-small-cell lung cancer to gefitinib.,http://www.ncbi.nlm.nih.gov/pubmed/15118073
2545,17172848,FGFR3 mutations in benign skin tumors.,http://www.ncbi.nlm.nih.gov/pubmed/17172848
2546,25868854,Powerful anti-tumor and anti-angiogenic activity of a new anti-vascular endothelial growth factor receptor 1 peptide in colorectal cancer models.,http://www.ncbi.nlm.nih.gov/pubmed/25868854
2547,17124058,FLT3 mutations: biology and treatment.,http://www.ncbi.nlm.nih.gov/pubmed/17124058
2548,25231999,Targeting FLT3 to treat leukemia.,http://www.ncbi.nlm.nih.gov/pubmed/25231999
2549,17145802,Pathways targeting tumor lymphangiogenesis.,http://www.ncbi.nlm.nih.gov/pubmed/17145802
2550,24009722,BET inhibition silences expression of MYCN and BCL2 and induces cytotoxicity in neuroblastoma tumor models.,http://www.ncbi.nlm.nih.gov/pubmed/24009722
2551,25678837,New developments in the pathogenesis and therapeutic targeting of the IDH1 mutation in glioma.,http://www.ncbi.nlm.nih.gov/pubmed/25678837
2552,23558169,An inhibitor of mutant IDH1 delays growth and promotes differentiation of glioma cells.,http://www.ncbi.nlm.nih.gov/pubmed/23558169
2553,21132006,Characterization of epidermal growth factor receptor mutations in non-small-cell lung cancer patients of African-American ancestry.,http://www.ncbi.nlm.nih.gov/pubmed/21132006
2554,25558173,Disease progression in iridocorneal angle tissues of BMP2-induced ocular hypertensive mice with optical coherence tomography.,http://www.ncbi.nlm.nih.gov/pubmed/25558173
2555,25251602,Metabolomic comparison between cells over-expressing isocitrate dehydrogenase 1 and 2 mutants and the effects of an inhibitor on the metabolism.,http://www.ncbi.nlm.nih.gov/pubmed/25251602
2556,11468194,A FLT3 tyrosine kinase inhibitor is selectively cytotoxic to acute myeloid leukemia blasts harboring FLT3 internal tandem duplication mutations.,http://www.ncbi.nlm.nih.gov/pubmed/11468194
2557,12670652,"Tricyclic quinoxalines as potent kinase inhibitors of PDGFR kinase, Flt3 and Kit.",http://www.ncbi.nlm.nih.gov/pubmed/12670652
2558,24586741,FBXW7 mutations in patients with advanced cancers: clinical and molecular characteristics and outcomes with mTOR inhibitors.,http://www.ncbi.nlm.nih.gov/pubmed/24586741
2559,9892193,"SU5416 is a potent and selective inhibitor of the vascular endothelial growth factor receptor (Flk-1/KDR) that inhibits tyrosine kinase catalysis, tumor vascularization, and growth of multiple tumor types.",http://www.ncbi.nlm.nih.gov/pubmed/9892193
2560,12351406,SU5416 and SU5614 inhibit kinase activity of wild-type and mutant FLT3 receptor tyrosine kinase.,http://www.ncbi.nlm.nih.gov/pubmed/12351406
2561,20197554,Selective inhibition of IDO1 effectively regulates mediators of antitumor immunity.,http://www.ncbi.nlm.nih.gov/pubmed/20197554
2562,23444216,Aflibercept.,http://www.ncbi.nlm.nih.gov/pubmed/23444216
2563,20443627,"BI-97C1, an optically pure Apogossypol derivative as pan-active inhibitor of antiapoptotic B-cell lymphoma/leukemia-2 (Bcl-2) family proteins.",http://www.ncbi.nlm.nih.gov/pubmed/20443627
2564,17332241,Preclinical studies of the pan-Bcl inhibitor obatoclax (GX015-070) in multiple myeloma.,http://www.ncbi.nlm.nih.gov/pubmed/17332241
2565,18040043,Small molecule obatoclax (GX15-070) antagonizes MCL-1 and overcomes MCL-1-mediated resistance to apoptosis.,http://www.ncbi.nlm.nih.gov/pubmed/18040043
2566,21358717,The novel antisense Bcl-2 inhibitor SPC2996 causes rapid leukemic cell clearance and immune activation in chronic lymphocytic leukemia.,http://www.ncbi.nlm.nih.gov/pubmed/21358717
2567,24832107,Development and antitumor activity of a BCL-2 targeted single-stranded DNA oligonucleotide.,http://www.ncbi.nlm.nih.gov/pubmed/24832107
2568,23064957,Oblimersen in combination with temozolomide and albumin-bound paclitaxel in patients with advanced melanoma: a phase I trial.,http://www.ncbi.nlm.nih.gov/pubmed/23064957
2569,22273505,Mechanisms of FGFR-mediated carcinogenesis.,http://www.ncbi.nlm.nih.gov/pubmed/22273505
2570,24326534,Anti-KIR antibody enhancement of anti-lymphoma activity of natural killer cells as monotherapy and in combination with anti-CD20 antibodies.,http://www.ncbi.nlm.nih.gov/pubmed/24326534
2571,25551293,A kinase-independent function of AKT promotes cancer cell survival.,http://www.ncbi.nlm.nih.gov/pubmed/25551293
2572,24736079,Next-generation sequencing reveals a Novel NSCLC ALK F1174V mutation and confirms ALK G1202R mutation confers high-level resistance to alectinib (CH5424802/RO5424802) in ALK-rearranged NSCLC patients who progressed on crizotinib.,http://www.ncbi.nlm.nih.gov/pubmed/24736079
2573,25727400,Activity of second-generation ALK inhibitors against crizotinib-resistant mutants in an NPM-ALK model compared to EML4-ALK.,http://www.ncbi.nlm.nih.gov/pubmed/25727400
2574,22737296,Structure-Function Of The Tumor Suppressor BRCA1.,http://www.ncbi.nlm.nih.gov/pubmed/22737296
2575,16618730,Identification of domains of BRCA1 critical for the ubiquitin-dependent inhibition of centrosome function.,http://www.ncbi.nlm.nih.gov/pubmed/16618730
2576,25823446,Massively Parallel Functional Analysis of BRCA1 RING Domain Variants.,http://www.ncbi.nlm.nih.gov/pubmed/25823446
2578,24845084,Probing structure-function relationships in missense variants in the carboxy-terminal region of BRCA1.,http://www.ncbi.nlm.nih.gov/pubmed/24845084
2579,11157798,Functional analysis of BRCA1 C-terminal missense mutations identified in breast and ovarian cancer families.,http://www.ncbi.nlm.nih.gov/pubmed/11157798
2580,12619154,"Deletion of Brca2 exon 27 causes hypersensitivity to DNA crosslinks, chromosomal instability, and reduced life span in mice.",http://www.ncbi.nlm.nih.gov/pubmed/12619154
2581,9699678,Cells deleted for Brca2 COOH terminus exhibit hypersensitivity to gamma-radiation and premature senescence.,http://www.ncbi.nlm.nih.gov/pubmed/9699678
2582,15695382,Functional evaluation and cancer risk assessment of BRCA2 unclassified variants.,http://www.ncbi.nlm.nih.gov/pubmed/15695382
2583,18724707,Computational and structural investigation of deleterious functional SNPs in breast cancer BRCA2 gene.,http://www.ncbi.nlm.nih.gov/pubmed/18724707
2584,23704879,Missense variants of uncertain significance (VUS) altering the phosphorylation patterns of BRCA1 and BRCA2.,http://www.ncbi.nlm.nih.gov/pubmed/23704879
2585,23108138,A classification model for BRCA2 DNA binding domain missense variants based on homology-directed repair activity.,http://www.ncbi.nlm.nih.gov/pubmed/23108138
2586,25523067,"Germline activating AKT3 mutation associated with megalencephaly, polymicrogyria, epilepsy and hypoglycemia.",http://www.ncbi.nlm.nih.gov/pubmed/25523067
2587,12228710,BRCA2 function in DNA binding and recombination from a BRCA2-DSS1-ssDNA structure.,http://www.ncbi.nlm.nih.gov/pubmed/12228710
2588,22678057,Functional evaluation of BRCA2 variants mapping to the PALB2-binding and C-terminal DNA-binding domains using a mouse ES cell-based assay.,http://www.ncbi.nlm.nih.gov/pubmed/22678057
2589,19946327,The FGFR4 Y367C mutant is a dominant oncogene in MDA-MB453 breast cancer cells.,http://www.ncbi.nlm.nih.gov/pubmed/19946327
2590,14534301,Detection of protein folding defects caused by BRCA1-BRCT truncation and missense mutations.,http://www.ncbi.nlm.nih.gov/pubmed/14534301
2591,15256422,"Inhibition of wild-type and mutant Bcr-Abl by AP23464, a potent ATP-based oncogenic protein kinase inhibitor: implications for CML.",http://www.ncbi.nlm.nih.gov/pubmed/15256422
2592,15657179,"PD166326, a novel tyrosine kinase inhibitor, has greater antileukemic activity than imatinib mesylate in a murine model of chronic myeloid leukemia.",http://www.ncbi.nlm.nih.gov/pubmed/15657179
2593,12684394,A novel pyridopyrimidine inhibitor of abl kinase is a picomolar inhibitor of Bcr-abl-driven K562 cells and is effective against STI571-resistant Bcr-abl mutants.,http://www.ncbi.nlm.nih.gov/pubmed/12684394
2594,16492148,Structural basis of Src tyrosine kinase inhibition with a new class of potent and selective trisubstituted purine-based compounds.,http://www.ncbi.nlm.nih.gov/pubmed/16492148
2595,22126373,Dendritic cell-targeted protein vaccines: a novel approach to induce T-cell immunity.,http://www.ncbi.nlm.nih.gov/pubmed/22126373
2596,21790611,"Emerging evidence of the health benefits of S-equol, an estrogen receptor β agonist.",http://www.ncbi.nlm.nih.gov/pubmed/21790611
2597,,"BAY 1238097, a novel BET inhibitor with strong efficacy in hematological tumor models",http://www.abstractsonline.com/plan/ViewAbstract.aspx?mID=3682&sKey=b4807182-6a38-470a-b895-86207d0fe55a&cKey=83e86e35-c100-4b31-9794-2db7bdbb4faf&mKey=19573a54-ae8f-4e00-9c23-bd6d62268424
2598,14507635,"BRAF and FBXW7 (CDC4, FBW7, AGO, SEL10) mutations in distinct subsets of pancreatic cancer: potential therapeutic targets.",http://www.ncbi.nlm.nih.gov/pubmed/14507635
2599,8122112,"Fusion of a kinase gene, ALK, to a nucleolar protein gene, NPM, in non-Hodgkin's lymphoma.",http://www.ncbi.nlm.nih.gov/pubmed/8122112
2600,9121481,Role of the nucleophosmin (NPM) portion of the non-Hodgkin's lymphoma-associated NPM-anaplastic lymphoma kinase fusion protein in oncogenesis.,http://www.ncbi.nlm.nih.gov/pubmed/9121481
2601,24495176,Oclacitinib (APOQUEL(®)) is a novel Janus kinase inhibitor with activity against cytokines involved in allergy.,http://www.ncbi.nlm.nih.gov/pubmed/24495176
2602,12154026,Characterization of potent inhibitors of the Bcr-Abl and the c-kit receptor tyrosine kinases.,http://www.ncbi.nlm.nih.gov/pubmed/12154026
2603,10626805,Inhibition of Src kinases by a selective tyrosine kinase inhibitor causes mitotic arrest.,http://www.ncbi.nlm.nih.gov/pubmed/10626805
2604,21750655,A small-molecule p53 activator induces apoptosis through inhibiting MDMX expression in breast cancer cells.,http://www.ncbi.nlm.nih.gov/pubmed/21750655
2605,22957303,High levels of Hdmx promote cell growth in a subset of uveal melanomas.,http://www.ncbi.nlm.nih.gov/pubmed/22957303
2606,21075910,A small-molecule inhibitor of MDMX activates p53 and induces apoptosis.,http://www.ncbi.nlm.nih.gov/pubmed/21075910
2607,15815726,"Identification of Ki23819, a highly potent inhibitor of kinase activity of mutant FLT3 receptor tyrosine kinase.",http://www.ncbi.nlm.nih.gov/pubmed/15815726
2608,20080970,Identification and characterization of the first small molecule inhibitor of MDMX.,http://www.ncbi.nlm.nih.gov/pubmed/20080970
2609,10974196,"Biochemical and cellular effects of c-Src kinase-selective pyrido[2, 3-d]pyrimidine tyrosine kinase inhibitors.",http://www.ncbi.nlm.nih.gov/pubmed/10974196
2610,12499247,"Activity of the Bcr-Abl kinase inhibitor PD180970 against clinically relevant Bcr-Abl isoforms that cause resistance to imatinib mesylate (Gleevec, STI571).",http://www.ncbi.nlm.nih.gov/pubmed/12499247
2611,23946421,Stapled α-helical peptide drug development: a potent dual inhibitor of MDM2 and MDMX for p53-dependent cancer therapy.,http://www.ncbi.nlm.nih.gov/pubmed/23946421
2612,19541823,"KW-2449, a novel multikinase inhibitor, suppresses the growth of leukemia cells with FLT3 mutations or T315I-mutated BCR/ABL translocation.",http://www.ncbi.nlm.nih.gov/pubmed/19541823
2613,19654408,AC220 is a uniquely potent and selective inhibitor of FLT3 for the treatment of acute myeloid leukemia (AML).,http://www.ncbi.nlm.nih.gov/pubmed/19654408
2614,24258348,Ever-advancing chronic myeloid leukemia treatment.,http://www.ncbi.nlm.nih.gov/pubmed/24258348
2615,20537386,BCR-ABL tyrosine kinase inhibitors in the treatment of Philadelphia chromosome positive chronic myeloid leukemia: a review.,http://www.ncbi.nlm.nih.gov/pubmed/20537386
2616,16580199,Identification of 2-acylaminothiophene-3-carboxamides as potent inhibitors of FLT3.,http://www.ncbi.nlm.nih.gov/pubmed/16580199
2617,24532805,"G-749, a novel FLT3 kinase inhibitor, can overcome drug resistance for the treatment of acute myeloid leukemia.",http://www.ncbi.nlm.nih.gov/pubmed/24532805
2618,21505103,The ABL switch control inhibitor DCC-2036 is active against the chronic myeloid leukemia mutant BCR-ABLT315I and exhibits a narrow resistance profile.,http://www.ncbi.nlm.nih.gov/pubmed/21505103
2619,19878872,"AP24534, a pan-BCR-ABL inhibitor for chronic myeloid leukemia, potently inhibits the T315I mutant and overcomes mutation-based resistance.",http://www.ncbi.nlm.nih.gov/pubmed/19878872
